# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
7903	174.981
95	175.481
575	175.483
623	175.482
6655	175.482
7647	175.482
7903	175.465
13887	175.481
95	175.965
575	175.966
623	175.966
6655	175.966
7647	175.966
7903	175.949
13887	175.965
95	176.449
575	176.450
623	176.450
6655	176.450
7647	176.450
7903	176.433
13887	176.449
95	176.933
575	176.935
623	176.934
6655	176.934
7647	176.934
7903	176.918
13887	176.933
95	177.418
575	177.419
623	177.418
6655	177.418
7647	177.418
7903	177.403
13887	177.418
95	177.903
575	177.904
623	177.903
6655	177.903
7647	177.903
7903	177.888
13887	177.903
95	178.388
575	178.389
623	178.388
5231	178.482
6655	178.388
7647	178.388
7903	178.373
13887	178.388
95	178.873
575	178.874
623	178.874
1503	178.982
5151	178.983
6655	178.874
7647	178.874
7903	178.859
12895	178.982
13887	178.873
95	179.359
575	179.360
623	179.359
5039	179.483
5407	179.483
6655	179.359
7647	179.359
7903	179.345
13887	179.359
95	179.845
575	179.846
623	179.845
1599	179.981
2575	179.982
4127	179.981
5231	179.966
6655	179.845
7647	179.845
7903	179.831
11343	179.983
13887	179.845
575	180.332
4223	180.482
6655	180.331
7647	180.331
7903	180.317
8847	180.483
2575	180.966
4127	180.965
7647	180.817
11471	180.982
13887	180.833
11295	181.483
623	181.838
7903	181.809
7903	182.296
