# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms	V_m	I_tot	I_exc	I_inh	I_noise
3	175.000	0.052	4.376	0.000	-39.125	-23.311
19	175.000	-0.383	-0.138	0.000	-36.044	22.257
35	175.000	-0.438	-0.463	0.000	-36.043	-10.281
51	175.000	-0.523	-0.483	0.000	-37.187	-11.147
67	175.000	-0.483	-0.336	0.000	-36.044	2.477
83	175.000	-0.414	-0.303	0.000	-36.044	5.694
99	175.000	-0.428	-0.233	0.000	-36.045	12.738
115	175.000	-0.429	-0.183	0.000	-39.449	21.165
131	175.000	-0.405	-0.115	0.000	-36.045	24.566
147	175.000	-0.505	-0.595	0.000	-36.045	-23.436
163	175.000	-0.434	-0.481	0.000	-37.307	-10.841
179	175.000	-0.428	-0.219	0.000	-36.045	14.176
195	175.000	-0.454	-0.355	0.000	-36.045	0.566
211	175.000	-0.388	-0.231	0.000	-36.045	12.929
227	175.000	-0.443	-0.179	0.000	-36.045	18.151
243	175.000	-0.412	-0.173	0.000	-36.045	18.777
259	175.000	-0.414	-0.549	0.000	-36.045	-18.828
275	175.000	-0.388	-0.147	0.000	-36.046	21.358
291	175.000	-0.456	-0.586	0.000	-36.045	-22.524
307	175.000	-0.447	-0.295	0.000	-36.045	6.574
323	175.000	0.018	4.415	0.000	-36.046	-22.453
339	175.000	-0.429	-0.300	0.000	-36.046	6.002
355	175.000	-0.485	-0.544	0.000	-36.045	-18.311
371	175.000	-0.434	-0.457	0.000	-36.046	-9.646
387	175.000	-0.481	-0.479	0.000	-36.045	-11.904
403	175.000	-0.468	-0.573	0.000	-36.046	-21.291
419	175.000	-0.311	-0.436	0.000	-36.045	-7.554
435	175.000	-0.408	-0.140	0.000	-36.046	22.033
451	175.000	-0.437	-0.331	0.000	-36.045	2.977
467	175.000	-0.370	-0.323	0.000	-36.044	3.771
483	175.000	-0.403	-0.161	0.000	-36.045	19.980
499	175.000	-0.401	-0.332	0.000	-36.045	2.893
515	175.000	-0.453	-0.566	0.000	-36.044	-20.576
531	175.000	-0.429	-0.117	0.000	-36.045	24.360
547	175.000	-0.453	-0.282	0.000	-36.045	7.817
563	175.000	-0.420	-0.232	0.000	-36.043	12.886
579	175.000	-0.433	-0.413	0.000	-36.588	-4.701
595	175.000	-0.297	-0.248	0.000	-36.045	11.207
611	175.000	-0.441	-0.505	0.000	-36.043	-14.419
1267	175.000	-0.299	-0.112	0.000	-24.938	13.705
1283	175.000	-0.378	-0.498	0.000	-24.938	-24.826
1299	175.000	-0.303	-0.417	0.000	-24.939	-16.774
1315	175.000	-0.324	-0.337	0.000	-24.938	-8.730
1331	175.000	-0.276	-0.290	0.000	-24.939	-4.090
1347	175.000	-0.338	-0.490	0.000	-24.938	-24.014
1363	175.000	-0.287	-0.039	0.000	-24.939	21.073
1379	175.000	-0.273	-0.138	0.000	-24.940	11.102
1395	175.000	-0.353	-0.317	0.000	-24.939	-6.772
1411	175.000	-0.278	-0.169	0.000	-24.939	7.995
1427	175.000	-0.339	-0.492	0.000	-24.940	-24.293
1443	175.000	-0.359	-0.489	0.000	-24.939	-23.916
1459	175.000	-0.320	-0.368	0.000	-24.940	-11.884
1475	175.000	-0.318	-0.307	0.000	-24.940	-5.730
1491	175.000	-0.301	-0.062	0.000	-24.939	18.786
1507	175.000	-0.333	-0.341	0.000	-24.941	-9.128
1523	175.000	-0.287	-0.120	0.000	-24.941	12.908
1539	175.000	-0.334	-0.438	0.000	-24.940	-18.907
1555	175.000	-0.313	-0.272	0.000	-24.941	-2.220
1571	175.000	-0.332	-0.288	0.000	-24.940	-3.829
1587	175.000	-0.325	-0.286	0.000	-24.940	-3.662
1603	175.000	-0.273	-0.215	0.000	-24.941	3.465
1619	175.000	-0.281	-0.268	0.000	-24.940	-1.831
1635	175.000	-0.321	-0.311	0.000	-24.940	-6.131
1651	175.000	-0.330	-0.169	0.000	-24.941	8.022
1667	175.000	-0.350	-0.089	0.000	-24.941	16.069
1683	175.000	-0.391	-0.391	0.000	-24.940	-14.132
1699	175.000	-0.296	-0.046	0.000	-24.940	20.329
1715	175.000	-0.314	-0.182	0.000	-24.940	6.690
1731	175.000	-0.322	-0.467	0.000	-24.939	-21.755
1747	175.000	-0.338	-0.291	0.000	-24.940	-4.129
1763	175.000	-0.345	-0.347	0.000	-24.939	-9.718
1779	175.000	-0.312	-0.228	0.000	-24.939	2.120
1795	175.000	-0.297	-0.372	0.000	-24.939	-12.229
1811	175.000	-0.302	-0.097	0.000	-24.939	15.195
1827	175.000	-0.307	-0.291	0.000	-24.939	-4.190
1843	175.000	-0.281	-0.001	0.000	-24.939	24.819
1859	175.000	-0.336	-0.325	0.000	-24.939	-7.600
1875	175.000	-0.292	-0.439	0.000	-24.939	-18.980
2515	175.000	-0.528	-0.564	0.000	-47.136	-9.236
2531	175.000	-0.591	-0.432	0.000	-47.137	3.895
2547	175.000	-0.528	-0.379	0.000	-47.136	9.237
2563	175.000	-0.581	-0.390	0.000	-47.136	8.145
2579	175.000	-0.541	-0.224	0.000	-47.137	24.784
2595	175.000	-0.616	-0.524	0.000	-47.137	-5.257
2611	175.000	-0.529	-0.441	0.000	-47.137	3.019
2627	175.000	-0.582	-0.512	0.000	-47.137	-4.032
2643	175.000	-0.575	-0.369	0.000	-47.137	10.209
2659	175.000	-0.563	-0.535	0.000	-47.138	-6.379
2675	175.000	-0.578	-0.446	0.000	-47.138	2.521
2691	175.000	-0.588	-0.671	0.000	-47.138	-19.913
2707	175.000	-0.592	-0.693	0.000	-47.139	-22.118
2723	175.000	-0.604	-0.615	0.000	-47.138	-14.335
2739	175.000	-0.577	-0.511	0.000	-47.138	-3.915
2755	175.000	-0.546	-0.487	0.000	-47.140	-1.554
2771	175.000	-0.634	-0.715	0.000	-47.138	-24.374
2787	175.000	-0.582	-0.450	0.000	-47.139	2.155
2803	175.000	-0.624	-0.403	0.000	-47.139	6.839
2819	175.000	-0.547	-0.328	0.000	-47.139	14.293
2835	175.000	-0.592	-0.714	0.000	-47.140	-24.282
2851	175.000	-0.628	-0.674	0.000	-47.140	-20.264
2867	175.000	-0.578	-0.362	0.000	-47.138	10.956
2883	175.000	-0.596	-0.687	0.000	-47.139	-21.609
2899	175.000	-0.607	-0.581	0.000	-47.139	-10.920
