# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms	V_m	I_tot	I_exc	I_inh	I_noise
12	175.000	-0.452	-0.536	0.000	-36.043	-17.582
28	175.000	-0.498	-0.547	0.000	-38.449	-16.284
44	175.000	-0.476	-0.384	0.000	-36.044	-2.334
60	175.000	-0.466	-0.256	0.000	-36.044	10.444
76	175.000	-0.425	-0.578	0.000	-36.045	-21.737
92	175.000	-0.456	-0.613	0.000	-36.644	-24.693
108	175.000	-0.500	-0.577	0.000	-36.044	-21.655
124	175.000	-0.462	-0.549	0.000	-36.045	-18.818
140	175.000	-0.234	-0.385	0.000	-40.407	1.938
156	175.000	-0.411	-0.237	0.000	-36.045	12.344
172	175.000	-0.455	-0.160	0.000	-36.045	20.059
188	175.000	-0.241	-0.211	0.000	-36.645	15.581
204	175.000	-0.451	-0.425	0.000	-36.045	-6.420
220	175.000	-0.411	-0.111	0.000	-36.045	24.965
236	175.000	-0.462	-0.191	0.000	-36.045	16.935
252	175.000	-0.343	-0.387	0.000	-36.046	-2.619
268	175.000	-0.448	-0.366	0.000	-36.045	-0.514
284	175.000	-0.403	-0.395	0.000	-36.045	-3.459
300	175.000	-0.195	-0.349	0.000	-36.046	1.152
316	175.000	-0.448	-0.336	0.000	-36.045	2.448
332	175.000	-0.443	-0.132	0.000	-36.045	22.854
348	175.000	-0.466	-0.289	0.000	-36.046	7.117
364	175.000	-0.440	-0.167	0.000	-36.046	19.394
380	175.000	-0.362	-0.216	0.000	-36.045	14.450
396	175.000	-0.427	-0.121	0.000	-36.046	23.904
412	175.000	-0.371	-0.184	0.000	-36.045	17.643
428	175.000	-0.446	-0.234	0.000	-36.045	12.630
444	175.000	-0.226	-0.200	0.000	-36.045	16.056
460	175.000	0.089	4.763	0.000	-36.045	12.371
476	175.000	-0.454	-0.331	0.000	-36.044	2.978
492	175.000	-0.406	-0.595	0.000	-36.044	-23.480
508	175.000	-0.437	-0.530	0.000	-36.044	-16.952
524	175.000	-0.484	-0.425	0.000	-36.044	-6.413
540	175.000	-0.409	-0.320	0.000	-36.044	3.994
556	175.000	-0.421	-0.177	0.000	-36.045	18.383
572	175.000	-0.416	-0.139	0.000	-36.045	22.145
588	175.000	-0.408	-0.339	0.000	-36.043	2.141
604	175.000	-0.471	-0.482	0.000	-37.187	-11.015
620	175.000	-0.372	-0.531	0.000	-36.044	-17.034
1260	175.000	-0.281	-0.450	0.000	-24.938	-20.067
1276	175.000	-0.279	-0.448	0.000	-24.939	-19.871
1292	175.000	-0.320	-0.256	0.000	-24.938	-0.688
1308	175.000	-0.294	-0.139	0.000	-24.938	11.014
1324	175.000	-0.288	-0.367	0.000	-24.939	-11.765
1340	175.000	-0.316	-0.130	0.000	-24.938	11.965
1356	175.000	-0.257	-0.078	0.000	-24.939	17.178
1372	175.000	-0.355	-0.274	0.000	-24.938	-2.478
1388	175.000	-0.337	-0.342	0.000	-24.939	-9.254
1404	175.000	-0.307	-0.242	0.000	-24.940	0.699
1420	175.000	-0.315	-0.233	0.000	-24.939	1.681
1436	175.000	-0.316	-0.174	0.000	-24.939	7.586
1452	175.000	-0.371	-0.490	0.000	-24.940	-24.029
1468	175.000	-0.290	-0.015	0.000	-24.939	23.424
1484	175.000	-0.256	-0.122	0.000	-24.940	12.722
1500	175.000	-0.269	-0.319	0.000	-24.941	-7.000
1516	175.000	-0.308	-0.427	0.000	-24.939	-17.775
1532	175.000	-0.417	-0.483	0.000	-24.942	-23.341
1548	175.000	-0.257	-0.024	0.000	-24.940	22.523
1564	175.000	-0.325	-0.467	0.000	-24.941	-21.792
1580	175.000	-0.290	-0.092	0.000	-24.941	15.743
1596	175.000	-0.363	-0.151	0.000	-24.940	9.851
1612	175.000	-0.298	-0.070	0.000	-24.940	17.910
1628	175.000	-0.334	-0.114	0.000	-24.941	13.562
1644	175.000	-0.289	-0.096	0.000	-24.940	15.315
1660	175.000	-0.359	-0.277	0.000	-24.940	-2.749
1676	175.000	-0.320	-0.337	0.000	-24.941	-8.769
1692	175.000	-0.359	-0.122	0.000	-24.940	12.759
1708	175.000	-0.280	-0.204	0.000	-24.940	4.554
1724	175.000	-0.339	-0.447	0.000	-24.940	-19.722
1740	175.000	-0.316	-0.401	0.000	-24.939	-15.120
1756	175.000	-0.256	-0.242	0.000	-24.939	0.721
1772	175.000	-0.303	-0.198	0.000	-24.940	5.096
1788	175.000	-0.305	-0.193	0.000	-24.939	5.621
1804	175.000	-0.309	-0.212	0.000	-24.938	3.758
1820	175.000	-0.351	-0.490	0.000	-24.938	-24.018
1836	175.000	-0.327	-0.315	0.000	-24.939	-6.520
1852	175.000	-0.301	-0.317	0.000	-24.939	-6.797
1868	175.000	-0.281	-0.273	0.000	-24.939	-2.347
2508	175.000	-0.571	-0.417	0.000	-47.136	5.472
2524	175.000	-0.564	-0.658	0.000	-47.135	-18.626
2540	175.000	-0.656	-0.456	0.000	-47.136	1.525
2556	175.000	-0.602	-0.708	0.000	-47.137	-23.689
2572	175.000	-0.606	-0.582	0.000	-47.136	-11.068
2588	175.000	-0.560	-0.230	0.000	-47.137	24.100
2604	175.000	-0.639	-0.641	0.000	-47.137	-16.939
2620	175.000	-0.599	-0.333	0.000	-47.137	13.804
2636	175.000	-0.633	-0.405	0.000	-47.138	6.634
2652	175.000	-0.575	-0.489	0.000	-47.138	-1.797
2668	175.000	-0.555	-0.352	0.000	-47.137	11.950
2684	175.000	-0.601	-0.527	0.000	-47.139	-5.571
2700	175.000	-0.549	-0.387	0.000	-47.138	8.476
2716	175.000	-0.621	-0.590	0.000	-47.139	-11.862
2732	175.000	-0.602	-0.253	0.000	-47.140	21.800
2748	175.000	-0.612	-0.450	0.000	-47.138	2.141
2764	175.000	-0.555	-0.356	0.000	-47.139	11.557
2780	175.000	-0.567	-0.609	0.000	-47.140	-13.788
2796	175.000	-0.559	-0.361	0.000	-47.138	11.011
2812	175.000	-0.563	-0.686	0.000	-47.139	-21.460
