# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
6456	175.482
6696	175.482
7640	175.482
13848	175.482
14040	175.482
6456	175.966
6696	175.966
7640	175.966
13848	175.966
14040	175.965
6456	176.450
6696	176.450
7640	176.450
13848	176.450
14040	176.449
6456	176.934
6696	176.934
7640	176.934
13848	176.934
14040	176.934
6456	177.418
6696	177.418
7640	177.419
13848	177.419
14040	177.418
6456	177.903
6696	177.903
7640	177.904
13848	177.904
14040	177.903
5560	178.483
6456	178.388
6696	178.388
7640	178.389
13848	178.389
14040	178.388
4040	178.982
6456	178.874
6696	178.874
7640	178.874
8776	178.983
13848	178.874
14040	178.874
1544	179.482
6456	179.359
6696	179.359
7640	179.359
12968	179.482
13848	179.360
14040	179.359
1656	179.982
3896	179.982
5192	179.983
5560	179.967
6456	179.845
6696	179.845
7640	179.845
10040	179.982
13848	179.845
14040	179.845
1432	180.482
1592	180.482
6456	180.331
6696	180.331
7640	180.331
9016	180.482
10520	180.483
1304	180.983
1608	180.983
1848	180.983
4040	180.966
6696	180.817
8776	180.968
8904	180.982
10024	180.982
13848	180.834
14040	180.833
3848	181.481
7640	181.320
10120	181.481
