# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms	V_m	I_tot	I_exc	I_inh	I_noise
8	175.000	-0.383	-0.118	0.000	-36.044	24.224
24	175.000	-0.455	-0.511	0.000	-36.044	-15.049
40	175.000	-0.448	-0.217	0.000	-36.044	14.320
56	175.000	-0.475	-0.539	0.000	-36.044	-17.815
72	175.000	-0.431	-0.418	0.000	-36.045	-5.801
88	175.000	-0.428	-0.459	0.000	-36.645	-9.256
104	175.000	-0.396	-0.160	0.000	-36.045	20.086
120	175.000	-0.456	-0.456	0.000	-36.045	-9.579
136	175.000	-0.468	-0.382	0.000	-36.044	-2.135
152	175.000	-0.419	-0.181	0.000	-36.046	17.936
168	175.000	-0.484	-0.446	0.000	-36.045	-8.585
184	175.000	-0.418	-0.120	0.000	-36.045	24.016
200	175.000	-0.421	-0.362	0.000	-36.045	-0.191
216	175.000	-0.410	-0.322	0.000	-36.045	3.805
232	175.000	-0.394	-0.290	0.000	-36.046	7.081
248	175.000	-0.450	-0.190	0.000	-36.045	17.073
264	175.000	-0.437	-0.415	0.000	-36.045	-5.470
280	175.000	-0.433	-0.200	0.000	-36.045	16.016
296	175.000	-0.428	-0.156	0.000	-36.045	20.429
312	175.000	-0.503	-0.579	0.000	-36.045	-21.848
328	175.000	-0.423	-0.217	0.000	-36.047	14.382
344	175.000	-0.490	-0.480	0.000	-36.046	-11.971
360	175.000	-0.461	-0.363	0.000	-36.046	-0.211
376	175.000	-0.411	-0.487	0.000	-36.047	-12.701
392	175.000	-0.468	-0.323	0.000	-36.047	3.778
408	175.000	-0.410	-0.217	0.000	-36.047	14.386
424	175.000	-0.546	-0.602	0.000	-36.047	-24.178
440	175.000	-0.448	-0.348	0.000	-36.045	1.258
456	175.000	-0.429	-0.254	0.000	-36.045	10.648
472	175.000	-0.504	-0.529	0.000	-36.046	-16.806
488	175.000	-0.430	-0.217	0.000	-36.045	14.334
504	175.000	-0.423	-0.191	0.000	-36.047	16.924
520	175.000	-0.388	-0.222	0.000	-36.045	13.862
536	175.000	-0.446	-0.247	0.000	-36.044	11.305
552	175.000	-0.455	-0.135	0.000	-36.045	22.538
568	175.000	-0.457	-0.571	0.000	-36.044	-21.052
584	175.000	-0.460	-0.571	0.000	-36.044	-21.061
600	175.000	-0.428	-0.143	0.000	-36.587	22.321
616	175.000	-0.394	-0.177	0.000	-36.044	18.370
1256	175.000	-0.264	-0.104	0.000	-24.939	14.521
1272	175.000	-0.283	-0.003	0.000	-24.939	24.663
1288	175.000	-0.299	-0.025	0.000	-24.938	22.430
1304	175.000	-0.364	-0.253	0.000	-24.939	-0.349
1320	175.000	-0.356	-0.355	0.000	-24.938	-10.529
1336	175.000	-0.325	-0.416	0.000	-24.938	-16.670
1352	175.000	-0.319	-0.275	0.000	-24.939	-2.591
1368	175.000	-0.273	-0.152	0.000	-24.939	9.744
1384	175.000	-0.341	-0.191	0.000	-24.939	5.878
