# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms	V_m	I_tot	I_exc	I_inh	I_noise
13	175.000	-0.482	-0.428	0.000	-36.043	-6.773
29	175.000	-0.499	-0.326	0.000	-37.187	4.627
45	175.000	-0.434	-0.584	0.000	-36.044	-22.399
61	175.000	-0.463	-0.448	0.000	-36.044	-8.778
77	175.000	-0.410	-0.599	0.000	-36.045	-23.849
93	175.000	-0.417	-0.453	0.000	-36.044	-9.213
109	175.000	-0.396	-0.224	0.000	-36.044	13.626
125	175.000	-0.427	-0.520	0.000	-36.045	-15.946
141	175.000	-0.452	-0.590	0.000	-39.449	-19.504
157	175.000	-0.450	-0.380	0.000	-36.045	-1.909
173	175.000	0.005	4.499	0.000	-36.045	-14.052
189	175.000	-0.436	-0.434	0.000	-37.307	-6.102
205	175.000	-0.105	-0.144	0.000	-36.045	21.626
221	175.000	-0.361	-0.227	0.000	-36.045	13.343
237	175.000	-0.454	-0.349	0.000	-36.045	1.140
253	175.000	-0.462	-0.112	0.000	-36.045	24.881
269	175.000	-0.399	-0.112	0.000	-36.046	24.848
285	175.000	-0.442	-0.390	0.000	-36.045	-2.968
301	175.000	-0.454	-0.152	0.000	-36.047	20.862
317	175.000	-0.442	-0.124	0.000	-36.046	23.670
333	175.000	-0.438	-0.343	0.000	-36.045	1.704
349	175.000	-0.423	-0.178	0.000	-36.047	18.236
365	175.000	-0.432	-0.427	0.000	-36.046	-6.655
381	175.000	-0.392	-0.558	0.000	-36.046	-19.713
397	175.000	-0.451	-0.153	0.000	-36.046	20.790
413	175.000	-0.467	-0.422	0.000	-36.045	-6.163
429	175.000	-0.380	-0.228	0.000	-36.045	13.274
445	175.000	-0.453	-0.241	0.000	-36.045	11.972
461	175.000	-0.405	-0.434	0.000	-36.045	-7.373
477	175.000	-0.491	-0.558	0.000	-36.045	-19.789
493	175.000	-0.473	-0.155	0.000	-36.045	20.551
509	175.000	-0.410	-0.278	0.000	-36.044	8.214
525	175.000	-0.462	-0.574	0.000	-36.044	-21.334
541	175.000	-0.445	-0.389	0.000	-36.044	-2.899
557	175.000	-0.474	-0.586	0.000	-36.044	-22.595
573	175.000	-0.394	-0.276	0.000	-36.044	8.410
589	175.000	-0.442	-0.232	0.000	-36.043	12.849
605	175.000	-0.471	-0.240	0.000	-36.044	12.025
621	175.000	-0.459	-0.490	0.000	-36.044	-12.936
1261	175.000	-0.342	-0.391	0.000	-24.938	-14.193
1277	175.000	-0.335	-0.390	0.000	-24.939	-14.016
1293	175.000	-0.311	-0.157	0.000	-24.938	9.189
1309	175.000	-0.318	-0.211	0.000	-24.938	3.789
1325	175.000	-0.299	-0.057	0.000	-24.939	19.286
1341	175.000	-0.308	-0.205	0.000	-24.939	4.393
1357	175.000	-0.306	-0.342	0.000	-24.939	-9.278
1373	175.000	-0.278	-0.280	0.000	-24.939	-3.107
1389	175.000	-0.284	-0.243	0.000	-24.939	0.649
1405	175.000	-0.301	-0.362	0.000	-24.940	-11.214
1421	175.000	-0.307	-0.275	0.000	-24.939	-2.574
1437	175.000	-0.342	-0.314	0.000	-24.939	-6.445
1453	175.000	-0.309	-0.193	0.000	-24.940	5.685
1469	175.000	-0.309	-0.435	0.000	-24.939	-18.574
1485	175.000	-0.311	-0.424	0.000	-24.940	-17.439
1501	175.000	-0.267	-0.281	0.000	-24.941	-3.205
1517	175.000	-0.335	-0.454	0.000	-24.940	-20.471
1533	175.000	-0.345	-0.432	0.000	-24.941	-18.286
1549	175.000	-0.379	-0.489	0.000	-24.941	-23.949
1565	175.000	-0.291	-0.246	0.000	-24.940	0.303
1581	175.000	-0.276	-0.266	0.000	-24.941	-1.634
1597	175.000	-0.324	-0.305	0.000	-24.940	-5.516
1613	175.000	-0.329	-0.450	0.000	-24.940	-20.017
1629	175.000	-0.381	-0.433	0.000	-24.941	-18.336
1645	175.000	-0.286	-0.046	0.000	-24.940	20.290
1661	175.000	-0.299	-0.024	0.000	-24.940	22.537
1677	175.000	-0.314	-0.030	0.000	-24.941	21.972
1693	175.000	-0.291	-0.382	0.000	-24.940	-13.257
1709	175.000	-0.348	-0.395	0.000	-24.940	-14.517
1725	175.000	-0.349	-0.377	0.000	-24.940	-12.722
1741	175.000	-0.296	-0.465	0.000	-24.939	-21.539
1757	175.000	-0.297	-0.441	0.000	-24.939	-19.151
1773	175.000	-0.247	-0.034	0.000	-24.940	21.514
1789	175.000	-0.326	-0.393	0.000	-24.939	-14.313
1805	175.000	-0.319	-0.413	0.000	-24.938	-16.331
1821	175.000	-0.244	-0.271	0.000	-24.939	-2.198
1837	175.000	-0.302	-0.352	0.000	-24.939	-10.297
1853	175.000	-0.391	-0.470	0.000	-24.939	-22.097
1869	175.000	-0.270	-0.445	0.000	-24.939	-19.536
2509	175.000	-0.552	-0.305	0.000	-47.137	16.610
2525	175.000	-0.550	-0.292	0.000	-47.135	17.934
2541	175.000	-0.564	-0.395	0.000	-47.136	7.678
2557	175.000	-0.577	-0.361	0.000	-47.136	11.073
2573	175.000	-0.565	-0.580	0.000	-47.136	-10.885
