# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms	V_m	I_tot	I_exc	I_inh	I_noise
4	175.000	-0.513	-0.559	0.000	-37.508	-18.381
20	175.000	-0.465	-0.278	0.000	-36.044	8.257
36	175.000	-0.453	-0.417	0.000	-36.044	-5.656
52	175.000	-0.418	-0.196	0.000	-37.509	17.876
68	175.000	-0.445	-0.404	0.000	-36.044	-4.341
84	175.000	-0.404	-0.315	0.000	-36.044	4.534
100	175.000	-0.433	-0.557	0.000	-36.045	-19.692
116	175.000	-0.425	-0.463	0.000	-38.701	-7.560
132	175.000	-0.305	-0.190	0.000	-36.044	17.052
148	175.000	-0.505	-0.547	0.000	-36.045	-18.629
164	175.000	-0.504	-0.267	0.000	-38.701	11.998
180	175.000	-0.407	-0.138	0.000	-36.045	22.229
196	175.000	-0.124	-0.123	0.000	-36.045	23.703
212	175.000	-0.413	-0.201	0.000	-36.045	15.959
228	175.000	-0.067	-0.388	0.000	-36.045	-2.737
244	175.000	-0.426	-0.113	0.000	-36.045	24.771
260	175.000	-0.391	-0.540	0.000	-36.045	-17.916
276	175.000	-0.419	-0.135	0.000	-36.046	22.593
292	175.000	-0.490	-0.265	0.000	-36.045	9.591
308	175.000	-0.399	-0.388	0.000	-36.045	-2.752
324	175.000	-0.382	-0.468	0.000	-36.047	-10.714
340	175.000	-0.429	-0.182	0.000	-36.046	17.815
356	175.000	-0.411	-0.333	0.000	-36.046	2.750
372	175.000	-0.355	-0.581	0.000	-36.046	-22.095
388	175.000	-0.404	-0.572	0.000	-36.045	-21.138
404	175.000	-0.423	-0.296	0.000	-36.045	6.443
420	175.000	-0.470	-0.419	0.000	-36.045	-5.814
436	175.000	-0.465	-0.317	0.000	-36.045	4.351
452	175.000	-0.499	-0.209	0.000	-36.045	15.182
468	175.000	-0.323	-0.289	0.000	-36.045	7.125
484	175.000	-0.378	-0.382	0.000	-36.045	-2.106
500	175.000	-0.441	-0.514	0.000	-36.044	-15.351
516	175.000	-0.469	-0.381	0.000	-36.044	-2.100
532	175.000	-0.461	-0.592	0.000	-36.044	-23.191
548	175.000	-0.430	-0.394	0.000	-36.045	-3.324
564	175.000	-0.489	-0.379	0.000	-36.043	-1.818
580	175.000	-0.372	-0.372	0.000	-36.044	-1.200
