# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
6675	174.982
3	175.482
323	175.482
6675	175.465
14099	175.482
3	175.966
323	175.966
6675	175.950
14099	175.966
3	176.450
323	176.450
6675	176.434
14099	176.450
3	176.934
323	176.934
6675	176.918
14099	176.934
3	177.419
323	177.418
6675	177.403
14099	177.419
3	177.904
323	177.903
6675	177.888
9363	177.982
14099	177.904
3	178.389
323	178.388
6675	178.374
9363	178.466
14099	178.389
3	178.874
323	178.874
6675	178.859
8995	178.983
14099	178.874
3	179.360
323	179.359
4131	179.481
6675	179.345
9363	179.451
14099	179.360
3	179.845
323	179.845
2755	179.981
5523	179.981
6675	179.831
12899	179.983
3	180.331
323	180.331
4131	180.465
6675	180.317
8995	180.467
9363	180.436
10019	180.482
12691	180.482
1299	180.983
1427	180.983
2579	180.982
2755	180.965
5011	180.983
13075	180.983
11379	181.981
11555	181.981
