# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms	V_m	I_tot	I_exc	I_inh	I_noise
6	175.000	-0.377	-0.376	0.000	-36.044	-1.522
22	175.000	-0.453	-0.566	0.000	-36.044	-20.579
38	175.000	-0.376	-0.164	0.000	-36.044	19.631
54	175.000	-0.435	-0.424	0.000	-36.587	-5.807
70	175.000	-0.478	-0.158	0.000	-36.044	20.202
86	175.000	-0.424	-0.479	0.000	-36.044	-11.883
102	175.000	-0.442	-0.120	0.000	-36.045	24.055
118	175.000	-0.370	-0.272	0.000	-36.045	8.882
134	175.000	0.046	4.596	1.000	-36.044	-4.351
150	175.000	-0.427	-0.253	0.000	-36.045	10.769
166	175.000	-0.473	-0.433	0.000	-38.702	-4.625
182	175.000	-0.480	-0.510	0.000	-36.045	-14.955
198	175.000	-0.396	-0.140	0.000	-36.046	22.022
214	175.000	-0.445	-0.452	0.000	-36.045	-9.168
230	175.000	-0.462	-0.406	0.000	-36.045	-4.597
246	175.000	-0.475	-0.451	0.000	-36.045	-9.093
262	175.000	-0.495	-0.413	0.000	-36.045	-5.241
278	175.000	-0.397	-0.427	0.000	-36.046	-6.609
294	175.000	-0.379	-0.464	0.000	-36.045	-10.310
310	175.000	-0.467	-0.485	0.000	-36.045	-12.485
326	175.000	-0.428	-0.577	0.000	-36.047	-21.658
342	175.000	-0.471	-0.520	0.000	-36.046	-15.925
358	175.000	-0.436	-0.518	0.000	-36.046	-15.755
374	175.000	-0.467	-0.473	0.000	-36.047	-11.258
390	175.000	-0.431	-0.199	0.000	-36.046	16.107
406	175.000	-0.384	-0.447	0.000	-36.046	-8.614
422	175.000	-0.484	-0.542	0.000	-36.047	-18.192
438	175.000	-0.407	-0.503	0.000	-36.045	-14.288
454	175.000	-0.209	-0.127	0.000	-36.046	23.306
470	175.000	-0.411	-0.210	0.000	-36.045	15.004
486	175.000	-0.467	-0.538	0.000	-36.045	-17.721
502	175.000	-0.403	-0.202	0.000	-36.045	15.874
518	175.000	-0.515	-0.546	0.000	-36.044	-18.573
534	175.000	-0.463	-0.208	0.000	-36.044	15.200
550	175.000	-0.367	-0.198	0.000	-36.044	16.210
566	175.000	-0.443	-0.318	0.000	-36.043	4.233
582	175.000	-0.477	-0.378	0.000	-36.044	-1.771
598	175.000	-0.491	-0.534	0.000	-36.044	-17.354
614	175.000	-0.390	-0.418	0.000	-36.043	-5.757
1254	175.000	-0.329	-0.099	0.000	-24.939	15.015
1270	175.000	-0.325	-0.256	0.000	-24.938	-0.669
1286	175.000	-0.325	-0.468	0.000	-24.938	-21.842
1302	175.000	-0.292	-0.253	0.000	-24.939	-0.316
1318	175.000	-0.310	-0.281	0.000	-24.939	-3.197
1334	175.000	-0.304	-0.111	0.000	-24.938	13.820
1350	175.000	-0.309	-0.282	0.000	-24.939	-3.228
1366	175.000	-0.285	-0.178	0.000	-24.939	7.177
1382	175.000	-0.388	-0.311	0.000	-24.939	-6.124
1398	175.000	-0.350	-0.206	0.000	-24.939	4.360
1414	175.000	-0.286	-0.346	0.000	-24.939	-9.652
1430	175.000	-0.336	-0.492	0.000	-24.940	-24.290
1446	175.000	-0.289	-0.174	0.000	-24.939	7.523
1462	175.000	-0.322	-0.398	0.000	-24.939	-14.872
1478	175.000	-0.288	-0.121	0.000	-24.941	12.810
1494	175.000	-0.277	-0.098	0.000	-24.940	15.132
1510	175.000	-0.320	-0.389	0.000	-24.940	-13.985
1526	175.000	-0.273	-0.090	0.000	-24.942	15.942
1542	175.000	-0.336	-0.415	0.000	-24.939	-16.535
1558	175.000	-0.269	-0.080	0.000	-24.941	16.918
1574	175.000	-0.350	-0.358	0.000	-24.941	-10.817
1590	175.000	-0.288	-0.427	0.000	-24.940	-17.755
1606	175.000	-0.292	-0.041	0.000	-24.940	20.813
1622	175.000	-0.256	-0.248	0.000	-24.941	0.120
1638	175.000	-0.318	-0.468	0.000	-24.940	-21.822
1654	175.000	-0.320	-0.102	0.000	-24.940	14.737
1670	175.000	-0.380	-0.341	0.000	-24.940	-9.173
1686	175.000	-0.324	-0.351	0.000	-24.940	-10.196
1702	175.000	-0.315	-0.284	0.000	-24.941	-3.487
1718	175.000	-0.270	-0.311	0.000	-24.939	-6.156
1734	175.000	-0.309	-0.245	0.000	-24.940	0.486
1750	175.000	-0.323	-0.111	0.000	-24.940	13.798
1766	175.000	-0.330	-0.485	0.000	-24.939	-23.583
1782	175.000	-0.327	-0.106	0.000	-24.939	14.333
1798	175.000	-0.300	-0.163	0.000	-24.940	8.626
1814	175.000	-0.347	-0.434	0.000	-24.938	-18.481
1830	175.000	-0.299	-0.251	0.000	-24.938	-0.173
1846	175.000	-0.347	-0.114	0.000	-24.938	13.584
1862	175.000	-0.313	-0.033	0.000	-24.939	21.634
2518	175.000	-0.600	-0.525	0.000	-47.137	-5.399
2534	175.000	-0.608	-0.621	0.000	-47.136	-14.955
2550	175.000	-0.535	-0.254	0.000	-47.136	21.690
2566	175.000	-0.618	-0.372	0.000	-47.136	9.950
2582	175.000	-0.588	-0.401	0.000	-47.137	7.042
2598	175.000	-0.568	-0.289	0.000	-47.137	18.272
2614	175.000	-0.596	-0.652	0.000	-47.137	-18.050
2630	175.000	-0.554	-0.375	0.000	-47.138	9.601
2646	175.000	-0.580	-0.285	0.000	-47.137	18.642
2662	175.000	-0.601	-0.377	0.000	-47.138	9.473
2678	175.000	-0.619	-0.236	0.000	-47.138	23.499
2694	175.000	-0.554	-0.226	0.000	-47.138	24.539
2710	175.000	-0.594	-0.670	0.000	-47.138	-19.906
2726	175.000	-0.629	-0.530	0.000	-47.139	-5.824
2742	175.000	-0.629	-0.538	0.000	-47.139	-6.652
2758	175.000	-0.637	-0.316	0.000	-47.140	15.575
2774	175.000	-0.664	-0.550	0.000	-47.140	-7.870
2790	175.000	-0.571	-0.579	0.000	-47.138	-10.762
2806	175.000	-0.560	-0.358	0.000	-47.139	11.334
2822	175.000	-0.578	-0.378	0.000	-47.139	9.346
2838	175.000	-0.623	-0.682	0.000	-47.139	-21.075
2854	175.000	-0.569	-0.525	0.000	-47.139	-5.346
2870	175.000	-0.547	-0.646	0.000	-47.138	-17.490
2886	175.000	-0.535	-0.336	0.000	-47.139	13.550
2902	175.000	-0.589	-0.625	0.000	-47.139	-15.331
2918	175.000	-0.543	-0.260	0.000	-47.138	21.181
2934	175.000	-0.552	-0.411	0.000	-47.139	6.014
2950	175.000	-0.561	-0.236	0.000	-47.139	23.580
2966	175.000	-0.609	-0.635	0.000	-47.137	-16.403
2982	175.000	-0.561	-0.392	0.000	-47.139	7.953
2998	175.000	-0.594	-0.697	0.000	-47.137	-22.543
3014	175.000	-0.596	-0.447	0.000	-47.136	2.441
