# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
1499	178.482
1515	178.983
1643	178.982
5419	178.983
5451	178.981
8891	178.982
1483	179.983
1499	179.966
2827	179.982
5467	179.982
5579	179.983
8827	179.982
8875	179.983
12683	179.982
12923	179.983
1435	180.482
10203	180.483
12603	180.483
1499	180.951
1531	180.982
2827	180.966
4107	180.981
10347	180.982
1579	181.482
5451	181.466
11771	181.481
11851	181.483
