# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms	V_m	I_tot	I_exc	I_inh	I_noise
11	175.000	-0.492	-0.172	0.000	-36.043	18.808
27	175.000	-0.482	-0.554	0.000	-39.125	-16.250
43	175.000	-0.409	-0.277	0.000	-36.044	8.349
59	175.000	-0.389	-0.388	0.000	-36.044	-2.781
75	175.000	-0.456	-0.297	0.000	-36.588	6.900
91	175.000	-0.506	-0.493	0.000	-37.307	-12.036
107	175.000	-0.445	-0.413	0.000	-36.044	-5.270
123	175.000	-0.420	-0.252	0.000	-36.045	10.798
139	175.000	-0.042	-0.385	0.000	-39.449	0.899
155	175.000	-0.444	-0.337	0.000	-36.045	2.339
171	175.000	-0.417	-0.398	0.000	-36.045	-3.799
187	175.000	-0.483	-0.515	0.000	-36.045	-15.489
203	175.000	-0.456	-0.197	0.000	-36.046	16.336
219	175.000	-0.448	-0.385	0.000	-36.045	-2.493
235	175.000	-0.470	-0.558	0.000	-36.045	-19.743
251	175.000	-0.469	-0.607	0.000	-36.046	-24.680
267	175.000	-0.403	-0.597	0.000	-36.045	-23.678
283	175.000	-0.126	-0.317	0.000	-36.045	4.371
299	175.000	0.005	-0.402	0.000	-36.047	-4.178
315	175.000	-0.448	-0.570	0.000	-36.045	-20.948
331	175.000	-0.011	4.585	1.000	-36.045	-5.493
347	175.000	-0.370	-0.273	0.000	-36.046	8.765
363	175.000	-0.146	-0.330	0.000	-36.046	3.046
379	175.000	-0.499	-0.511	0.000	-36.046	-15.036
395	175.000	-0.443	-0.434	0.000	-36.045	-7.395
411	175.000	-0.404	-0.429	0.000	-36.045	-6.877
427	175.000	-0.498	-0.437	0.000	-36.045	-7.681
443	175.000	-0.423	-0.314	0.000	-36.045	4.661
459	175.000	-0.439	-0.231	0.000	-36.046	12.933
475	175.000	-0.403	-0.139	0.000	-36.045	22.121
491	175.000	-0.498	-0.431	0.000	-36.044	-7.066
507	175.000	-0.423	-0.257	0.000	-36.044	10.333
523	175.000	-0.431	-0.453	0.000	-36.045	-9.292
539	175.000	-0.426	-0.563	0.000	-36.044	-20.245
555	175.000	-0.400	-0.146	0.000	-36.045	21.461
571	175.000	-0.412	-0.127	0.000	-36.045	23.307
587	175.000	-0.459	-0.534	0.000	-36.043	-17.358
603	175.000	-0.503	-0.602	0.000	-38.449	-21.786
619	175.000	-0.432	-0.341	0.000	-36.044	1.934
1259	175.000	-0.290	-0.104	0.000	-24.938	14.490
1275	175.000	-0.277	-0.061	0.000	-24.939	18.886
1291	175.000	-0.305	-0.144	0.000	-24.938	10.503
1307	175.000	-0.275	-0.153	0.000	-24.939	9.658
1323	175.000	-0.280	-0.049	0.000	-24.939	20.067
1339	175.000	-0.341	-0.314	0.000	-24.938	-6.441
1355	175.000	-0.314	-0.173	0.000	-24.939	7.596
1371	175.000	-0.316	-0.165	0.000	-24.938	8.455
1387	175.000	-0.316	-0.159	0.000	-24.939	8.991
1403	175.000	-0.289	-0.034	0.000	-24.940	21.518
1419	175.000	-0.333	-0.089	0.000	-24.939	16.031
1435	175.000	-0.300	-0.262	0.000	-24.940	-1.276
1451	175.000	-0.311	-0.409	0.000	-24.940	-15.971
1467	175.000	-0.312	-0.117	0.000	-24.939	13.283
1483	175.000	-0.365	-0.416	0.000	-24.941	-16.620
1499	175.000	-0.313	-0.313	0.000	-24.941	-6.379
1515	175.000	-0.306	-0.056	0.000	-24.940	19.305
1531	175.000	-0.290	-0.052	0.000	-24.941	19.745
1547	175.000	-0.360	-0.474	0.000	-24.940	-22.428
1563	175.000	-0.324	-0.403	0.000	-24.941	-15.399
1579	175.000	-0.308	-0.063	0.000	-24.940	18.670
1595	175.000	-0.305	-0.155	0.000	-24.940	9.466
1611	175.000	-0.313	-0.102	0.000	-24.940	14.742
1627	175.000	-0.294	-0.416	0.000	-24.941	-16.699
1643	175.000	-0.323	-0.217	0.000	-24.941	3.249
1659	175.000	-0.358	-0.498	0.000	-24.940	-24.856
