# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
320	175.482
7712	175.483
13840	175.481
320	175.966
7712	175.966
13840	175.965
320	176.450
7712	176.450
13840	176.449
320	176.934
7712	176.935
13840	176.933
320	177.418
7712	177.419
13840	177.418
320	177.903
7712	177.904
13840	177.902
320	178.388
7712	178.389
13840	178.387
320	178.874
7712	178.874
11392	178.981
13840	178.873
320	179.359
1488	179.483
5104	179.483
5248	179.483
7712	179.360
11312	179.481
13840	179.358
320	179.845
1504	179.982
1520	179.983
8944	179.982
9312	179.982
11408	179.982
12816	179.982
13840	179.844
2608	180.482
5040	180.483
5552	180.480
7712	180.348
8912	180.482
9248	180.482
11392	180.466
13136	180.482
3936	180.982
4368	180.982
11312	180.966
8864	181.482
10352	181.981
