# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms	V_m	I_tot	I_exc	I_inh	I_noise
15	175.000	-0.418	-0.455	0.000	-36.044	-9.434
31	175.000	-0.100	-0.400	0.000	-36.044	-3.958
47	175.000	-0.471	-0.382	0.000	-36.044	-2.107
63	175.000	-0.414	-0.254	0.000	-36.044	10.680
79	175.000	-0.433	-0.514	0.000	-36.045	-15.345
95	175.000	-0.009	4.648	0.000	-36.045	0.805
111	175.000	-0.358	-0.343	0.000	-36.044	1.705
127	175.000	-0.397	-0.111	0.000	-36.046	24.957
143	175.000	-0.428	-0.116	0.000	-36.045	24.410
159	175.000	-0.492	-0.587	0.000	-36.045	-22.626
175	175.000	-0.420	-0.318	0.000	-36.045	4.200
191	175.000	-0.399	-0.343	0.000	-37.308	3.030
207	175.000	-0.401	-0.303	0.000	-36.045	5.742
223	175.000	-0.338	-0.571	0.000	-36.045	-21.029
239	175.000	-0.457	-0.596	0.000	-36.045	-23.576
255	175.000	-0.451	-0.410	0.000	-36.045	-4.957
271	175.000	-0.395	-0.369	0.000	-36.045	-0.819
287	175.000	-0.420	-0.387	0.000	-36.045	-2.702
303	175.000	-0.435	-0.276	0.000	-36.046	8.424
319	175.000	-0.399	-0.291	0.000	-36.046	6.946
335	175.000	-0.443	-0.406	0.000	-36.045	-4.589
351	175.000	-0.447	-0.216	0.000	-36.047	14.411
367	175.000	-0.351	-0.444	0.000	-36.047	-8.368
383	175.000	-0.431	-0.595	0.000	-36.047	-23.432
399	175.000	-0.404	-0.349	0.000	-36.047	1.162
415	175.000	-0.444	-0.298	0.000	-36.045	6.205
431	175.000	-0.397	-0.158	0.000	-36.045	20.261
447	175.000	-0.376	-0.478	0.000	-36.046	-11.766
463	175.000	-0.310	-0.172	0.000	-36.045	18.828
479	175.000	-0.467	-0.376	0.000	-36.046	-1.549
495	175.000	-0.156	-0.371	0.000	-36.045	-1.060
511	175.000	-0.407	-0.300	0.000	-36.044	6.033
527	175.000	-0.431	-0.122	0.000	-36.045	23.895
543	175.000	-0.409	-0.119	0.000	-36.044	24.116
