# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
242	175.481
306	175.482
402	175.482
6370	175.482
6402	175.481
7570	175.482
7714	175.482
8066	175.482
14050	175.481
14098	175.482
14226	175.483
242	175.965
306	175.966
402	175.966
6370	175.966
6402	175.965
7570	175.966
7714	175.966
8066	175.966
14050	175.965
14098	175.966
14226	175.966
242	176.449
306	176.450
402	176.450
6370	176.450
6402	176.449
7570	176.450
7714	176.450
8066	176.450
14050	176.449
14098	176.450
14226	176.450
242	176.933
306	176.934
402	176.934
6370	176.934
6402	176.934
7570	176.934
7714	176.934
8066	176.934
14050	176.933
14098	176.934
14226	176.935
242	177.418
306	177.418
402	177.419
6370	177.418
6402	177.418
7570	177.418
7714	177.419
8066	177.419
14050	177.418
14098	177.419
14226	177.419
242	177.903
306	177.903
402	177.903
5426	177.982
6370	177.903
6402	177.903
7570	177.903
7714	177.903
8066	177.904
14050	177.903
14098	177.904
14226	177.904
242	178.388
306	178.388
402	178.389
1554	178.483
5490	178.482
5602	178.483
6370	178.388
6402	178.388
7570	178.388
7714	178.388
8066	178.389
12978	178.483
14050	178.388
14098	178.389
14226	178.389
242	178.873
306	178.874
402	178.874
1858	178.982
5426	178.966
5618	178.983
6370	178.874
6402	178.873
7570	178.874
7714	178.874
8066	178.874
14050	178.873
14098	178.874
14226	178.874
242	179.359
306	179.359
402	179.359
5330	179.482
5490	179.466
6370	179.359
6402	179.359
7570	179.359
7714	179.359
8066	179.359
14050	179.359
14098	179.360
14226	179.360
242	179.845
306	179.845
402	179.845
1458	179.981
1554	179.967
1698	179.982
2914	179.982
3010	179.981
3938	179.982
6402	179.845
7570	179.845
7714	179.845
8066	179.845
8994	179.982
9138	179.981
10098	179.983
12978	179.968
14050	179.845
14098	179.845
14226	179.846
242	180.331
306	180.331
2530	180.482
3970	180.483
4018	180.482
4210	180.482
5602	180.467
6370	180.347
6402	180.331
7570	180.331
10018	180.481
10162	180.482
14226	180.332
306	180.817
5426	180.952
7570	180.817
10274	180.982
10402	180.982
14226	180.818
306	181.304
402	181.336
2594	181.481
2914	181.466
7714	181.336
10098	181.467
6402	181.823
8066	182.341
