# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
8093	174.982
173	175.482
6589	175.482
8093	175.465
14077	175.482
173	175.966
6589	175.966
8093	175.950
14077	175.966
173	176.450
6589	176.450
8093	176.434
14077	176.450
173	176.934
6589	176.934
8093	176.918
14077	176.934
173	177.418
6589	177.418
8093	177.403
14077	177.419
173	177.903
6589	177.903
8093	177.888
14077	177.904
173	178.388
6589	178.388
8093	178.374
8829	178.483
14077	178.389
173	178.874
6589	178.874
8093	178.859
14077	178.874
173	179.359
2829	179.481
6589	179.359
8093	179.345
12557	179.483
14077	179.360
173	179.845
6589	179.845
8093	179.831
8829	179.967
10621	179.982
14077	179.845
173	180.331
1597	180.482
2765	180.482
2829	180.465
3005	180.482
8845	180.483
8877	180.483
10173	180.483
8093	180.820
10109	180.981
11293	181.482
14077	181.336
