# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms	V_m	I_tot	I_exc	I_inh	I_noise
12	1434.000	-0.982	-0.673	0.000	-81.376	14.034
28	1434.000	-1.081	-1.051	0.000	-82.125	-22.959
44	1434.000	-0.473	4.011	1.000	-81.360	-17.589
60	1434.000	-0.981	-0.899	0.000	-81.386	-8.561
76	1434.000	-0.993	-0.569	0.000	-81.359	24.433
92	1434.000	-1.019	-0.755	0.000	-81.417	5.922
108	1434.000	-0.954	-0.726	0.000	-81.396	8.822
124	1434.000	-1.044	-0.645	0.000	-81.359	16.840
140	1434.000	-1.033	-0.663	0.000	-81.380	15.088
156	1434.000	-0.873	-1.029	0.000	-82.992	-19.954
172	1434.000	-1.037	-0.909	0.000	-82.429	-8.445
188	1434.000	-0.994	-1.059	0.000	-82.131	-23.811
204	1434.000	-1.044	-0.730	0.000	-83.979	10.973
220	1434.000	-0.722	-0.676	0.000	-83.148	15.577
236	1434.000	-1.054	-0.966	0.000	-83.489	-13.082
252	1434.000	-1.039	-0.593	0.000	-83.122	23.803
268	1434.000	-1.011	-0.737	0.000	-81.360	7.612
284	1434.000	-1.047	-0.820	0.000	-82.289	0.292
300	1434.000	-1.043	-0.621	0.000	-84.029	21.978
316	1434.000	-1.050	-0.819	0.000	-82.328	0.467
332	1434.000	-0.978	-0.865	0.000	-81.414	-5.049
348	1434.000	-0.980	-0.731	0.000	-81.745	8.600
364	1434.000	-1.001	-0.754	0.000	-83.086	7.736
380	1434.000	-0.655	-0.877	0.000	-81.428	-6.246
396	1434.000	-1.014	-0.651	0.000	-81.360	16.258
412	1434.000	-1.053	-0.619	0.000	-83.560	21.624
428	1434.000	-1.040	-0.938	0.000	-81.393	-12.384
444	1434.000	-1.045	-0.572	0.000	-81.774	24.532
460	1434.000	-1.030	-0.704	0.000	-83.653	13.235
476	1434.000	-0.955	-0.656	0.000	-81.359	15.777
492	1434.000	-0.668	-0.670	0.000	-84.370	17.323
508	1434.000	-1.118	-0.995	0.000	-85.485	-14.004
524	1434.000	-1.018	-0.879	0.000	-81.359	-6.591
540	1434.000	-1.004	-0.669	0.000	-81.818	14.932
556	1434.000	-1.090	-1.083	0.000	-83.821	-24.464
572	1434.000	-0.950	-0.682	0.000	-82.182	13.978
588	1434.000	-1.019	-0.756	0.000	-81.393	5.781
604	1434.000	-0.877	-0.680	0.000	-82.131	14.108
620	1434.000	-1.054	-1.005	0.000	-81.376	-19.132
1260	1434.000	-0.303	-0.373	0.000	-21.799	-15.536
1276	1434.000	-0.270	-0.200	0.000	-21.241	1.244
1292	1434.000	-0.307	-0.394	0.000	-21.243	-18.122
1308	1434.000	-0.291	-0.000	0.000	-21.752	21.733
1324	1434.000	-0.275	-0.373	0.000	-21.241	-16.051
1340	1434.000	-0.268	-0.419	0.000	-21.363	-20.577
1356	1434.000	-0.280	-0.225	0.000	-21.475	-0.985
1372	1434.000	-0.233	-0.035	0.000	-21.243	17.751
1388	1434.000	-0.213	-0.035	0.000	-21.440	17.900
1404	1434.000	-0.272	-0.186	0.000	-21.704	3.066
1420	1434.000	-0.259	-0.217	0.000	-21.249	-0.431
1436	1434.000	-0.267	-0.312	0.000	-21.568	-9.629
1452	1434.000	-0.248	0.032	0.000	-21.465	24.690
1468	1434.000	-0.266	-0.361	0.000	-21.250	-14.876
1484	1434.000	-0.248	-0.352	0.000	-21.972	-13.234
1500	1434.000	-0.241	-0.300	0.000	-21.249	-8.776
1516	1434.000	-0.237	-0.139	0.000	-21.661	7.728
1532	1434.000	-0.245	-0.353	0.000	-21.983	-13.319
1548	1434.000	-0.276	-0.145	0.000	-21.457	6.989
1564	1434.000	-0.312	-0.317	0.000	-21.643	-10.041
1580	1434.000	-0.236	-0.176	0.000	-21.872	4.271
1596	1434.000	-0.228	-0.098	0.000	-21.451	11.675
1612	1434.000	-0.270	-0.446	0.000	-21.331	-23.273
1628	1434.000	-0.254	-0.417	0.000	-21.391	-20.264
1644	1434.000	-0.256	-0.163	0.000	-21.438	5.169
1660	1434.000	-0.246	-0.065	0.000	-21.572	15.110
1676	1434.000	-0.231	0.006	0.000	-21.248	21.830
1692	1434.000	-0.213	-0.324	0.000	-21.352	-11.063
1708	1434.000	-0.262	-0.244	0.000	-21.961	-2.483
1724	1434.000	-0.294	-0.454	0.000	-21.248	-24.166
1740	1434.000	-0.267	-0.102	0.000	-21.332	11.123
1756	1434.000	-0.245	-0.050	0.000	-21.359	16.366
1772	1434.000	-0.284	-0.450	0.000	-21.245	-23.716
1788	1434.000	-0.217	-0.081	0.000	-21.254	13.180
1804	1434.000	-0.327	-0.429	0.000	-21.251	-21.664
1820	1434.000	-0.284	-0.242	0.000	-21.247	-2.992
1836	1434.000	-0.274	-0.432	0.000	-21.902	-21.314
1852	1434.000	-0.223	-0.142	0.000	-21.244	7.092
1868	1434.000	-0.261	-0.313	0.000	-21.241	-10.038
2508	1434.000	-0.267	-0.486	0.000	-24.325	-24.283
2524	1434.000	-0.318	-0.420	0.000	-24.592	-17.409
2540	1434.000	-0.283	-0.040	0.000	-24.497	20.541
2556	1434.000	-0.306	-0.168	0.000	-25.056	8.288
2572	1434.000	-0.267	-0.023	0.000	-24.323	22.042
2588	1434.000	-0.329	-0.459	0.000	-25.048	-20.828
2604	1434.000	-0.355	-0.464	0.000	-24.652	-21.783
2620	1434.000	-0.335	-0.412	0.000	-24.327	-16.917
2636	1434.000	-0.288	-0.091	0.000	-24.435	15.337
2652	1434.000	-0.358	-0.493	0.000	-24.703	-24.599
2668	1434.000	-0.290	-0.020	0.000	-24.321	22.302
2684	1434.000	-0.308	-0.430	0.000	-24.601	-18.438
2700	1434.000	-0.276	0.000	0.000	-24.323	24.360
2716	1434.000	-0.315	-0.174	0.000	-24.318	6.904
2732	1434.000	-0.259	-0.080	0.000	-24.420	16.416
2748	1434.000	-0.310	-0.463	0.000	-24.314	-21.938
2764	1434.000	-0.366	-0.324	0.000	-24.801	-7.641
2780	1434.000	-0.275	-0.386	0.000	-24.449	-14.180
2796	1434.000	-0.301	-0.068	0.000	-24.320	17.526
2812	1434.000	-0.319	-0.280	0.000	-25.405	-2.640
2828	1434.000	-0.289	-0.097	0.000	-24.460	14.723
2844	1434.000	-0.353	-0.401	0.000	-25.184	-14.882
2860	1434.000	-0.337	-0.170	0.000	-25.426	8.407
2876	1434.000	-0.311	-0.156	0.000	-24.324	8.675
2892	1434.000	-0.359	-0.316	0.000	-25.480	-6.105
2908	1434.000	-0.296	-0.086	0.000	-24.886	16.305
2924	1434.000	-0.280	-0.029	0.000	-24.328	21.468
2940	1434.000	-0.301	-0.191	0.000	-24.466	5.374
2956	1434.000	-0.312	-0.087	0.000	-24.703	16.042
2972	1434.000	-0.279	-0.199	0.000	-24.918	5.004
2988	1434.000	-0.340	-0.453	0.000	-24.710	-20.639
3004	1434.000	-0.300	-0.048	0.000	-24.325	19.518
3020	1434.000	-0.359	-0.439	0.000	-24.759	-19.105
3036	1434.000	-0.251	-0.112	0.000	-24.432	13.207
3052	1434.000	-0.376	-0.478	0.000	-24.326	-23.435
3068	1434.000	-0.305	-0.318	0.000	-24.322	-7.525
3084	1434.000	-0.325	-0.269	0.000	-24.580	-2.360
3100	1434.000	-0.343	-0.464	0.000	-24.529	-21.890
3116	1434.000	-0.329	-0.483	0.000	-24.336	-23.971
3756	1434.000	-0.160	-0.145	0.000	-13.932	-0.606
3772	1434.000	-0.152	0.002	0.000	-13.974	14.129
3788	1434.000	-0.220	-0.041	0.000	-14.033	9.977
3804	1434.000	-0.212	-0.367	0.000	-13.926	-22.814
3820	1434.000	-0.217	-0.327	0.000	-13.929	-18.775
3836	1434.000	-0.197	-0.124	0.000	-13.946	1.542
3852	1434.000	-0.168	-0.223	0.000	-13.931	-8.357
3868	1434.000	-0.165	-0.337	0.000	-13.949	-19.722
3884	1434.000	-0.169	-0.260	0.000	-13.941	-12.080
3900	1434.000	-0.189	-0.065	0.000	-13.946	7.481
3916	1434.000	-0.160	0.099	0.000	-13.940	23.794
3932	1434.000	-0.188	-0.197	0.000	-13.931	-5.814
3948	1434.000	-0.143	-0.210	0.000	-13.945	-7.016
3964	1434.000	-0.129	-0.238	0.000	-13.930	-9.889
3980	1434.000	-0.216	-0.345	0.000	-13.979	-20.539
3996	1434.000	-0.164	-0.044	0.000	-13.927	9.517
4012	1434.000	-0.162	-0.321	0.000	-14.035	-18.053
4028	1434.000	-0.222	-0.093	0.000	-13.933	4.666
4044	1434.000	-0.151	-0.321	0.000	-14.220	-17.871
4060	1434.000	-0.207	-0.316	0.000	-13.928	-17.657
4076	1434.000	-0.209	-0.040	0.000	-14.041	10.005
4092	1434.000	-0.137	0.033	0.000	-14.035	17.363
4108	1434.000	-0.145	-0.300	0.000	-13.946	-16.083
4124	1434.000	-0.138	-0.167	0.000	-13.998	-2.662
4140	1434.000	-0.116	-0.002	0.000	-13.931	13.759
4156	1434.000	-0.182	-0.034	0.000	-13.926	10.557
4172	1434.000	-0.143	-0.213	0.000	-14.522	-6.764
4188	1434.000	-0.085	0.094	0.000	-14.074	23.447
4204	1434.000	-0.239	-0.282	0.000	-13.932	-14.233
4220	1434.000	-0.193	-0.268	0.000	-14.456	-12.295
4236	1434.000	-0.154	-0.271	0.000	-14.395	-12.721
4252	1434.000	-0.199	-0.381	0.000	-13.934	-24.201
4268	1434.000	-0.168	-0.173	0.000	-14.065	-3.274
4284	1434.000	-0.111	-0.145	0.000	-13.939	-0.606
4300	1434.000	-0.182	-0.365	0.000	-13.926	-22.611
4316	1434.000	-0.205	-0.050	0.000	-14.159	9.153
4332	1434.000	-0.148	-0.196	0.000	-13.933	-5.716
4348	1434.000	-0.169	-0.141	0.000	-13.931	-0.188
4364	1434.000	-0.165	0.020	0.000	-14.121	16.095
5020	1434.000	-0.140	-0.024	0.000	-13.396	10.969
5036	1434.000	-0.239	-0.383	0.000	-13.520	-24.787
5052	1434.000	-0.190	-0.002	0.000	-13.670	13.497
5068	1434.000	-0.198	-0.241	0.000	-13.507	-10.557
5084	1434.000	-0.178	-0.104	0.000	-13.400	3.014
5100	1434.000	-0.162	-0.251	0.000	-13.650	-11.421
5116	1434.000	-0.113	0.071	0.000	-13.407	20.542
5132	1434.000	-0.203	-0.229	0.000	-13.400	-9.482
5148	1434.000	-0.178	0.033	0.000	-13.392	16.668
5164	1434.000	-0.117	-0.095	0.000	-13.398	3.882
5180	1434.000	-0.157	-0.041	0.000	-13.395	9.269
5196	1434.000	-0.155	-0.208	0.000	-13.399	-7.445
5212	1434.000	-0.163	-0.031	0.000	-13.571	10.520
5228	1434.000	-0.161	0.048	0.000	-13.633	18.388
5244	1434.000	-0.179	-0.019	0.000	-13.395	11.489
5260	1434.000	-0.146	-0.183	0.000	-13.411	-4.876
5276	1434.000	-0.184	-0.028	0.000	-13.633	10.784
5292	1434.000	-0.127	-0.098	0.000	-13.394	3.632
5308	1434.000	-0.114	-0.008	0.000	-13.408	12.644
5324	1434.000	-0.126	0.018	0.000	-13.464	15.262
5340	1434.000	-0.146	-0.294	0.000	-13.696	-15.735
5356	1434.000	-0.125	0.116	0.000	-13.412	24.972
5372	1434.000	-0.223	-0.180	0.000	-13.734	-4.280
5388	1434.000	-0.167	-0.266	0.000	-14.084	-12.525
5404	1434.000	-0.129	-0.093	0.000	-13.414	4.155
5420	1434.000	-0.168	0.054	0.000	-13.763	19.184
5436	1434.000	-0.171	-0.293	0.000	-13.626	-15.663
5452	1434.000	-0.137	0.094	0.000	-13.407	22.833
5468	1434.000	-0.197	0.005	0.000	-13.622	14.089
5484	1434.000	-0.111	-0.298	0.000	-13.395	-16.424
5500	1434.000	-0.185	-0.319	0.000	-13.417	-18.450
5516	1434.000	-0.204	-0.265	0.000	-13.576	-12.898
5532	1434.000	-0.143	-0.019	0.000	-13.396	11.477
5548	1434.000	-0.196	-0.288	0.000	-13.397	-15.362
5564	1434.000	-0.172	-0.071	0.000	-13.545	6.411
5580	1434.000	-0.134	-0.215	0.000	-13.395	-8.065
5596	1434.000	-0.154	-0.376	0.000	-13.394	-24.244
5612	1434.000	-0.095	-0.089	0.000	-13.492	4.597
5628	1434.000	-0.105	-0.029	0.000	-13.621	10.760
6268	1434.000	-0.999	-0.735	0.000	-81.613	8.130
6284	1434.000	-1.030	-0.831	0.000	-82.642	-0.468
6300	1434.000	-0.980	-1.048	0.000	-81.314	-23.516
6316	1434.000	-0.995	-0.608	0.000	-80.542	19.738
6332	1434.000	-1.041	-0.557	0.000	-80.543	24.843
6348	1434.000	-1.069	-0.872	0.000	-82.641	-4.594
6364	1434.000	-0.984	-0.931	0.000	-80.542	-12.533
6380	1434.000	-1.069	-1.032	0.000	-80.542	-22.671
6396	1434.000	-1.034	-1.018	0.000	-81.361	-20.444
6412	1434.000	-1.033	-0.876	0.000	-81.381	-6.214
6428	1434.000	-1.012	-1.001	0.000	-81.328	-18.793
6444	1434.000	-1.022	-0.871	0.000	-82.648	-4.420
6460	1434.000	-0.975	-0.898	0.000	-81.354	-8.443
6476	1434.000	-1.003	-0.772	0.000	-80.593	3.421
6492	1434.000	-0.996	-0.865	0.000	-80.566	-5.932
6508	1434.000	-1.024	-0.976	0.000	-80.567	-17.000
6524	1434.000	-1.025	-1.013	0.000	-80.568	-20.715
6540	1434.000	-1.000	-0.903	0.000	-80.542	-9.750
6556	1434.000	-1.019	-0.855	0.000	-81.228	-4.302
6572	1434.000	-0.992	-0.885	0.000	-81.340	-7.203
6588	1434.000	-0.975	-0.845	0.000	-80.543	-3.940
6604	1434.000	-1.014	-0.965	0.000	-80.588	-15.926
6620	1434.000	-0.969	-0.623	0.000	-82.624	20.308
6636	1434.000	-0.991	-0.897	0.000	-80.542	-9.147
6652	1434.000	-1.024	-0.848	0.000	-81.331	-3.513
6668	1434.000	-1.011	-0.660	0.000	-83.250	17.224
6684	1434.000	-1.046	-0.966	0.000	-80.589	-16.052
6700	1434.000	-0.953	-0.661	0.000	-82.640	16.531
6716	1434.000	-1.047	-0.628	0.000	-83.553	20.738
6732	1434.000	-1.022	-0.596	0.000	-80.607	21.030
6748	1434.000	-0.984	-0.996	0.000	-81.222	-18.418
6764	1434.000	-1.030	-0.988	0.000	-81.524	-17.267
6780	1434.000	-0.909	-0.800	0.000	-80.588	0.608
6796	1434.000	-1.093	-0.813	0.000	-84.777	3.489
6812	1434.000	-0.924	-0.668	0.000	-80.550	13.736
6828	1434.000	-1.045	-0.951	0.000	-80.543	-14.599
6844	1434.000	-0.922	-0.807	0.000	-83.599	2.892
6860	1434.000	-1.037	-1.009	0.000	-82.166	-18.734
6876	1434.000	-0.874	-0.710	0.000	-80.542	9.582
7516	1434.000	-1.135	-0.733	0.000	-85.371	12.121
7532	1434.000	-1.085	-0.801	0.000	-83.931	3.808
7548	1434.000	-0.987	-0.838	0.000	-82.853	-0.995
7564	1434.000	-0.956	-0.849	0.000	-82.406	-2.540
7580	1434.000	-1.038	-1.011	0.000	-83.016	-18.076
7596	1434.000	-1.039	-0.774	0.000	-81.755	4.326
7612	1434.000	-0.900	-0.738	0.000	-81.809	7.963
7628	1434.000	-0.695	-0.939	0.000	-82.639	-11.305
7644	1434.000	-1.057	-0.797	0.000	-83.374	3.651
7660	1434.000	-1.033	-0.917	0.000	-81.775	-9.955
7676	1434.000	-1.053	-0.802	0.000	-81.781	1.536
7692	1434.000	-1.096	-0.865	0.000	-81.756	-4.777
7708	1434.000	-1.015	-0.918	0.000	-81.737	-10.017
7724	1434.000	-1.055	-1.053	0.000	-84.727	-20.526
7740	1434.000	-0.717	-0.728	0.000	-82.873	10.059
7756	1434.000	-1.013	-0.687	0.000	-81.778	13.087
7772	1434.000	-1.020	-0.624	0.000	-82.593	20.164
7788	1434.000	-0.976	-1.036	0.000	-85.171	-18.457
7804	1434.000	-0.998	-0.915	0.000	-81.739	-9.738
7820	1434.000	-1.078	-1.070	0.000	-84.112	-22.891
