# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
76	1435.483
76	1435.967
76	1436.451
76	1436.936
76	1437.420
76	1437.905
5612	1437.983
76	1438.390
4044	1438.483
5340	1438.483
5404	1438.483
5484	1438.483
76	1438.875
5244	1438.983
5276	1439.483
9084	1439.483
76	1439.863
2748	1439.983
10444	1439.983
11692	1439.982
11740	1439.983
1500	1440.483
2796	1440.482
10636	1440.983
76	1441.353
