# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms	V_m	I_tot	I_exc	I_inh	I_noise
10	1434.000	-1.025	-0.872	0.000	-81.385	-5.832
26	1434.000	-1.002	-1.009	0.000	-81.359	-19.570
42	1434.000	-0.964	-0.716	0.000	-81.382	9.796
58	1434.000	-0.574	-0.604	0.000	-81.421	21.020
74	1434.000	-1.005	-0.740	0.000	-81.359	7.355
90	1434.000	-1.011	-0.923	0.000	-81.434	-10.830
106	1434.000	-1.033	-0.735	0.000	-82.187	8.701
122	1434.000	-0.951	-0.945	0.000	-81.359	-13.142
138	1434.000	-1.007	-0.840	0.000	-81.376	-2.592
154	1434.000	-1.047	-0.635	0.000	-83.377	19.913
170	1434.000	-1.024	-0.947	0.000	-83.148	-11.515
186	1434.000	-1.071	-1.029	0.000	-82.131	-20.817
202	1434.000	-1.024	-0.921	0.000	-84.045	-8.054
218	1434.000	-0.971	-0.661	0.000	-82.024	15.945
234	1434.000	-1.084	-0.937	0.000	-82.257	-11.400
250	1434.000	-0.837	-0.813	0.000	-84.918	3.661
266	1434.000	-0.952	-0.778	0.000	-81.359	3.528
282	1434.000	-1.036	-1.081	0.000	-83.749	-24.344
298	1434.000	-1.019	-0.813	0.000	-82.349	1.048
314	1434.000	-0.971	-0.722	0.000	-81.718	9.482
330	1434.000	-0.776	-0.974	0.000	-81.457	-15.896
346	1434.000	-0.995	-0.739	0.000	-81.359	7.490
362	1434.000	-1.079	-0.995	0.000	-84.668	-14.839
378	1434.000	-1.045	-1.006	0.000	-81.422	-19.214
394	1434.000	-1.047	-0.937	0.000	-81.359	-12.335
410	1434.000	-1.091	-0.976	0.000	-83.560	-14.036
426	1434.000	-1.035	-0.817	0.000	-81.359	-0.312
442	1434.000	-0.962	-0.585	0.000	-83.233	24.763
458	1434.000	-1.064	-0.889	0.000	-84.173	-4.718
474	1434.000	-0.970	-0.632	0.000	-81.359	18.162
490	1434.000	-1.042	-0.946	0.000	-82.475	-12.104
506	1434.000	-1.062	-0.911	0.000	-83.189	-7.865
522	1434.000	-0.997	-0.810	0.000	-82.153	1.203
538	1434.000	-0.956	-0.601	0.000	-82.183	22.103
554	1434.000	-0.988	-0.721	0.000	-83.113	10.995
570	1434.000	-0.830	-1.032	0.000	-83.501	-19.745
586	1434.000	-1.034	-0.835	0.000	-81.377	-2.150
602	1434.000	-0.989	-0.668	0.000	-81.359	14.533
618	1434.000	-1.013	-0.685	0.000	-81.360	12.907
1258	1434.000	-0.262	-0.115	0.000	-21.808	10.319
1274	1434.000	-0.258	-0.327	0.000	-21.243	-11.452
1290	1434.000	-0.287	-0.114	0.000	-21.293	9.899
1306	1434.000	-0.336	-0.348	0.000	-21.861	-12.960
1322	1434.000	-0.317	-0.394	0.000	-21.241	-18.178
1338	1434.000	-0.257	-0.329	0.000	-21.549	-11.330
1354	1434.000	-0.297	-0.119	0.000	-21.331	9.405
1370	1434.000	-0.277	-0.350	0.000	-21.241	-13.799
1386	1434.000	-0.295	-0.175	0.000	-21.332	3.839
1402	1434.000	-0.219	-0.129	0.000	-21.326	8.411
1418	1434.000	-0.217	0.028	0.000	-21.253	24.044
1434	1434.000	-0.311	-0.170	0.000	-21.592	4.596
1450	1434.000	-0.314	-0.109	0.000	-21.251	10.377
1466	1434.000	-0.288	-0.135	0.000	-21.467	7.944
1482	1434.000	-0.296	-0.434	0.000	-21.556	-21.883
1498	1434.000	-0.256	-0.383	0.000	-21.247	-17.008
1514	1434.000	-0.273	-0.294	0.000	-22.327	-7.095
1530	1434.000	-0.257	-0.273	0.000	-21.520	-5.808
1546	1434.000	-0.266	-0.444	0.000	-21.320	-23.091
1562	1434.000	-0.231	-0.071	0.000	-22.312	15.208
1578	1434.000	-0.268	-0.258	0.000	-21.624	-4.150
1594	1434.000	-0.236	-0.140	0.000	-21.292	7.279
1610	1434.000	-0.242	-0.313	0.000	-21.444	-9.853
1626	1434.000	-0.231	0.027	0.000	-21.484	24.141
1642	1434.000	-0.248	-0.169	0.000	-21.286	4.415
1658	1434.000	-0.279	-0.170	0.000	-21.531	4.580
1674	1434.000	-0.255	-0.301	0.000	-21.250	-8.900
1690	1434.000	-0.259	-0.223	0.000	-21.510	-0.814
1706	1434.000	-0.273	-0.083	0.000	-21.362	13.033
1722	1434.000	-0.285	-0.212	0.000	-21.605	0.396
1738	1434.000	-0.312	-0.144	0.000	-21.867	7.464
1754	1434.000	-0.274	-0.443	0.000	-21.265	-22.991
1770	1434.000	-0.242	-0.103	0.000	-21.250	10.955
1786	1434.000	-0.321	-0.288	0.000	-21.791	-7.012
1802	1434.000	-0.267	-0.356	0.000	-21.254	-14.350
1818	1434.000	-0.200	-0.071	0.000	-21.250	14.129
1834	1434.000	-0.259	-0.137	0.000	-21.969	8.297
1850	1434.000	-0.252	-0.167	0.000	-21.243	4.532
1866	1434.000	-0.231	-0.003	0.000	-21.241	20.913
2506	1434.000	-0.311	-0.115	0.000	-24.512	13.026
2522	1434.000	-0.333	-0.385	0.000	-24.421	-14.087
2538	1434.000	-0.299	-0.426	0.000	-24.826	-17.784
2554	1434.000	-0.269	-0.405	0.000	-24.512	-16.033
2570	1434.000	-0.291	-0.049	0.000	-24.323	19.399
2586	1434.000	-0.330	-0.270	0.000	-24.942	-2.052
2602	1434.000	-0.334	-0.205	0.000	-24.325	3.862
2618	1434.000	-0.263	-0.090	0.000	-24.326	15.338
2634	1434.000	-0.336	-0.240	0.000	-24.577	0.534
2650	1434.000	-0.332	-0.370	0.000	-24.319	-12.649
2666	1434.000	-0.289	-0.207	0.000	-24.316	3.601
2682	1434.000	-0.315	-0.119	0.000	-24.418	12.494
2698	1434.000	-0.366	-0.469	0.000	-24.315	-22.597
2714	1434.000	-0.363	-0.372	0.000	-24.325	-12.885
2730	1434.000	-0.295	-0.483	0.000	-24.425	-23.901
2746	1434.000	-0.291	0.005	0.000	-24.316	24.852
2762	1434.000	-0.333	-0.056	0.000	-24.808	19.162
2778	1434.000	-0.261	-0.097	0.000	-24.686	14.976
2794	1434.000	-0.310	-0.182	0.000	-24.482	6.293
2810	1434.000	-0.307	-0.086	0.000	-24.730	16.103
2826	1434.000	-0.326	-0.200	0.000	-24.371	4.414
2842	1434.000	-0.329	-0.323	0.000	-26.030	-6.300
2858	1434.000	-0.280	-0.009	0.000	-24.809	23.929
2874	1434.000	-0.258	-0.143	0.000	-24.330	9.991
2890	1434.000	-0.272	-0.165	0.000	-24.804	8.281
2906	1434.000	-0.304	-0.304	0.000	-24.800	-5.622
2922	1434.000	-0.362	-0.485	0.000	-24.539	-23.979
2938	1434.000	-0.278	-0.036	0.000	-24.700	21.066
2954	1434.000	-0.286	-0.228	0.000	-24.323	1.515
2970	1434.000	-0.369	-0.370	0.000	-25.472	-11.575
2986	1434.000	-0.270	-0.066	0.000	-25.027	18.470
3002	1434.000	-0.323	-0.139	0.000	-24.325	10.398
3018	1434.000	-0.297	-0.197	0.000	-24.838	5.093
3034	1434.000	-0.356	-0.111	0.000	-24.579	13.479
3050	1434.000	-0.263	-0.319	0.000	-24.341	-7.561
3066	1434.000	-0.346	-0.280	0.000	-24.326	-3.683
3082	1434.000	-0.303	-0.045	0.000	-24.414	19.955
3098	1434.000	-0.278	-0.066	0.000	-24.524	17.947
3114	1434.000	-0.315	-0.119	0.000	-24.326	12.400
3770	1434.000	-0.155	0.028	0.000	-14.051	16.841
3786	1434.000	-0.160	0.057	0.000	-13.943	19.617
3802	1434.000	-0.192	0.035	0.000	-13.925	17.458
3818	1434.000	-0.197	-0.269	0.000	-13.941	-12.933
3834	1434.000	-0.107	-0.165	0.000	-13.951	-2.529
3850	1434.000	-0.187	-0.237	0.000	-13.933	-9.733
3866	1434.000	-0.158	-0.025	0.000	-13.948	11.455
3882	1434.000	-0.227	-0.049	0.000	-13.938	9.025
3898	1434.000	-0.171	-0.258	0.000	-13.942	-11.892
3914	1434.000	-0.162	0.057	0.000	-13.934	19.659
3930	1434.000	-0.215	-0.363	0.000	-13.932	-22.374
3946	1434.000	-0.199	-0.371	0.000	-13.929	-23.128
3962	1434.000	-0.208	0.106	0.000	-14.039	24.663
3978	1434.000	-0.179	-0.213	0.000	-13.928	-7.362
3994	1434.000	-0.154	0.072	0.000	-14.033	21.232
4010	1434.000	-0.150	-0.093	0.000	-14.212	4.959
4026	1434.000	-0.163	-0.025	0.000	-14.026	11.575
4042	1434.000	-0.204	0.036	0.000	-14.219	17.818
4058	1434.000	-0.180	-0.054	0.000	-14.143	8.749
4074	1434.000	-0.166	0.011	0.000	-14.186	15.294
4090	1434.000	-0.179	-0.340	0.000	-13.932	-20.020
4106	1434.000	-0.148	0.017	0.000	-13.928	15.631
4122	1434.000	-0.170	0.109	0.000	-14.070	24.990
4138	1434.000	-0.165	-0.133	0.000	-14.053	0.705
4154	1434.000	-0.156	-0.255	0.000	-13.935	-11.588
4170	1434.000	-0.221	-0.164	0.000	-14.335	-2.110
4186	1434.000	-0.142	0.079	0.000	-14.516	22.429
4202	1434.000	-0.194	0.042	0.000	-13.938	18.169
4218	1434.000	-0.177	-0.037	0.000	-14.042	10.371
4234	1434.000	-0.207	-0.124	0.000	-14.224	1.858
4250	1434.000	-0.237	-0.376	0.000	-13.978	-23.658
4266	1434.000	-0.151	-0.247	0.000	-14.241	-10.494
4282	1434.000	-0.197	-0.136	0.000	-13.942	0.340
4298	1434.000	-0.144	-0.102	0.000	-14.007	3.850
4314	1434.000	-0.144	-0.047	0.000	-14.035	9.377
4330	1434.000	-0.210	-0.319	0.000	-13.933	-17.929
4346	1434.000	-0.197	-0.164	0.000	-14.184	-2.263
4362	1434.000	-0.215	-0.039	0.000	-13.946	10.072
4378	1434.000	-0.180	-0.195	0.000	-13.924	-5.576
5018	1434.000	-0.216	-0.326	0.000	-13.402	-19.211
5034	1434.000	-0.126	-0.042	0.000	-13.409	9.209
5050	1434.000	-0.226	-0.118	0.000	-13.838	2.055
5066	1434.000	-0.160	-0.096	0.000	-13.399	3.827
5082	1434.000	-0.163	-0.034	0.000	-13.397	10.005
5098	1434.000	-0.216	-0.262	0.000	-13.485	-12.676
5114	1434.000	-0.123	-0.055	0.000	-13.402	7.859
5130	1434.000	-0.167	-0.138	0.000	-13.396	-0.398
5146	1434.000	-0.175	-0.195	0.000	-13.498	-6.049
5162	1434.000	-0.180	-0.297	0.000	-13.400	-16.270
5178	1434.000	-0.166	0.079	0.000	-13.485	21.360
5194	1434.000	-0.175	-0.234	0.000	-13.395	-9.996
5210	1434.000	-0.133	-0.113	0.000	-13.411	2.144
5226	1434.000	-0.195	0.074	0.000	-14.030	21.475
5242	1434.000	-0.192	-0.360	0.000	-13.398	-22.553
5258	1434.000	-0.263	-0.342	0.000	-13.418	-20.754
5274	1434.000	-0.174	-0.366	0.000	-13.487	-23.133
5290	1434.000	-0.161	-0.198	0.000	-13.661	-6.186
5306	1434.000	-0.134	-0.008	0.000	-13.420	12.651
5322	1434.000	-0.198	-0.198	0.000	-13.524	-6.300
5338	1434.000	-0.136	-0.104	0.000	-13.871	3.458
5354	1434.000	-0.246	-0.372	0.000	-13.415	-23.800
5370	1434.000	-0.185	-0.042	0.000	-13.602	9.398
5386	1434.000	-0.186	-0.098	0.000	-13.774	3.976
5402	1434.000	-0.121	-0.286	0.000	-13.408	-15.163
5418	1434.000	-0.263	-0.262	0.000	-14.016	-12.189
5434	1434.000	-0.136	-0.012	0.000	-13.391	12.216
5450	1434.000	-0.190	-0.051	0.000	-13.417	8.277
5466	1434.000	-0.182	-0.081	0.000	-13.481	5.337
5482	1434.000	-0.134	0.068	0.000	-13.393	20.149
5498	1434.000	-0.136	0.063	0.000	-13.503	19.795
5514	1434.000	-0.129	0.063	0.000	-13.542	19.806
5530	1434.000	-0.114	-0.229	0.000	-13.397	-9.531
5546	1434.000	-0.180	-0.170	0.000	-13.392	-3.627
5562	1434.000	-0.143	-0.356	0.000	-13.402	-22.185
5578	1434.000	-0.182	-0.076	0.000	-13.476	5.914
5594	1434.000	-0.200	-0.205	0.000	-13.593	-6.932
5610	1434.000	-0.168	-0.149	0.000	-13.405	-1.460
5626	1434.000	-0.203	-0.122	0.000	-14.020	1.843
6266	1434.000	-0.796	-0.615	0.000	-80.936	19.387
6282	1434.000	-1.033	-1.071	0.000	-82.927	-24.171
6298	1434.000	-0.467	-0.704	0.000	-82.623	12.268
6314	1434.000	-1.013	-0.841	0.000	-80.578	-3.481
6330	1434.000	-0.970	-0.647	0.000	-81.308	16.585
6346	1434.000	-1.050	-0.920	0.000	-81.332	-10.636
6362	1434.000	-1.052	-0.661	0.000	-81.331	15.238
6378	1434.000	-1.009	-0.634	0.000	-80.542	17.159
6394	1434.000	-1.043	-0.977	0.000	-82.632	-15.023
6410	1434.000	-1.069	-0.924	0.000	-83.420	-8.937
6426	1434.000	-0.973	-0.939	0.000	-80.593	-13.286
6442	1434.000	-1.039	-0.765	0.000	-81.380	4.863
6458	1434.000	-1.034	-0.858	0.000	-82.649	-3.105
6474	1434.000	-1.022	-1.045	0.000	-80.571	-23.910
6490	1434.000	-1.006	-0.878	0.000	-80.560	-7.197
6506	1434.000	-1.023	-0.686	0.000	-81.705	13.087
6522	1434.000	-0.999	-0.651	0.000	-80.610	15.560
6538	1434.000	-0.991	-0.904	0.000	-80.543	-9.812
6554	1434.000	-0.959	-0.946	0.000	-80.605	-13.970
6570	1434.000	-1.048	-0.785	0.000	-82.632	4.137
6586	1434.000	-1.042	-1.054	0.000	-80.543	-24.889
6602	1434.000	-0.982	-0.666	0.000	-80.587	13.991
6618	1434.000	-1.046	-0.711	0.000	-83.354	12.244
6634	1434.000	-1.031	-0.909	0.000	-82.219	-8.705
6650	1434.000	-1.007	-0.648	0.000	-81.331	16.502
6666	1434.000	-1.034	-0.759	0.000	-82.947	7.000
6682	1434.000	-1.069	-0.979	0.000	-80.593	-17.290
6698	1434.000	-1.054	-0.762	0.000	-80.589	4.349
6714	1434.000	-1.039	-0.930	0.000	-83.190	-9.766
6730	1434.000	-0.981	-0.625	0.000	-80.630	18.085
6746	1434.000	-1.059	-1.066	0.000	-83.777	-22.834
6762	1434.000	-0.984	-0.642	0.000	-80.928	16.696
6778	1434.000	-0.547	4.104	1.000	-80.543	-9.052
6794	1434.000	-1.126	-1.037	0.000	-84.044	-19.624
6810	1434.000	-0.788	-0.873	0.000	-80.565	-6.777
