# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
6688	1435.483
7728	1435.483
7744	1435.483
8000	1435.483
8128	1435.483
6688	1435.967
7728	1435.967
7744	1435.967
8000	1435.967
8128	1435.967
6688	1436.451
7728	1436.451
7744	1436.451
8000	1436.451
8128	1436.451
6688	1436.935
7728	1436.935
7744	1436.935
8000	1436.935
8128	1436.935
6688	1437.420
7728	1437.420
7744	1437.420
8000	1437.420
8128	1437.420
3120	1437.983
5200	1437.983
6688	1437.905
7728	1437.905
7744	1437.905
8000	1437.905
8128	1437.905
1568	1438.483
5296	1438.483
5440	1438.483
6688	1438.390
7728	1438.390
7744	1438.390
8000	1438.390
8128	1438.390
3120	1438.967
5312	1438.983
5584	1438.983
6688	1438.875
7728	1438.875
7744	1438.875
8000	1438.875
8128	1438.875
10016	1438.983
10080	1438.983
1648	1439.483
5200	1439.468
6688	1439.361
7728	1439.361
7744	1439.361
8000	1439.361
8128	1439.361
2688	1439.982
2944	1439.983
3120	1439.952
4016	1439.983
4064	1439.983
4288	1439.982
5376	1439.982
7744	1439.846
8832	1439.983
1584	1440.483
2736	1440.482
2848	1440.483
1568	1440.968
1872	1440.982
3024	1440.983
8128	1440.851
8000	1441.855
