# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms	V_m	I_tot	I_exc	I_inh	I_noise
8	1434.000	-1.021	-0.638	0.000	-81.794	17.945
24	1434.000	-0.992	-0.575	0.000	-81.359	23.844
40	1434.000	-0.973	-0.752	0.000	-81.428	6.266
56	1434.000	-1.112	-1.053	0.000	-83.481	-21.807
72	1434.000	-0.998	-0.769	0.000	-81.359	4.444
88	1434.000	-1.014	-1.022	0.000	-81.393	-20.811
104	1434.000	-1.021	-0.605	0.000	-82.193	21.712
120	1434.000	-0.886	-0.933	0.000	-81.359	-11.894
136	1434.000	-0.881	-1.048	0.000	-81.405	-23.441
152	1434.000	-0.905	-0.674	0.000	-82.364	14.990
168	1434.000	-1.091	-0.989	0.000	-82.023	-16.852
184	1434.000	-0.623	-0.568	0.000	-81.359	24.527
200	1434.000	-1.009	-0.938	0.000	-83.937	-9.818
216	1434.000	-0.963	-0.630	0.000	-81.359	18.322
232	1434.000	-1.030	-0.778	0.000	-84.065	6.238
248	1434.000	-1.091	-1.072	0.000	-83.523	-23.656
264	1434.000	-0.966	-0.720	0.000	-82.131	10.157
280	1434.000	-1.066	-0.882	0.000	-82.271	-5.948
296	1434.000	-0.574	-0.844	0.000	-81.359	-2.994
312	1434.000	-1.051	-1.065	0.000	-82.049	-24.497
328	1434.000	-0.959	-0.584	0.000	-81.431	23.070
344	1434.000	-1.035	-0.901	0.000	-81.359	-8.769
360	1434.000	-1.083	-0.814	0.000	-84.668	3.227
376	1434.000	-0.968	-0.857	0.000	-81.412	-4.293
392	1434.000	-1.051	-0.699	0.000	-84.992	15.080
408	1434.000	-1.015	-0.700	0.000	-81.359	11.366
424	1434.000	-0.983	-0.995	0.000	-81.359	-18.143
440	1434.000	-1.041	-0.860	0.000	-82.531	-3.464
456	1434.000	-1.081	-0.944	0.000	-82.578	-11.865
472	1434.000	-0.973	-0.674	0.000	-81.359	13.989
488	1434.000	-1.058	-1.023	0.000	-83.429	-18.884
504	1434.000	-0.986	-0.610	0.000	-84.053	23.047
520	1434.000	-1.076	-0.948	0.000	-83.472	-11.326
536	1434.000	-1.040	-1.066	0.000	-82.923	-23.711
552	1434.000	-1.015	-0.855	0.000	-81.723	-3.821
568	1434.000	-0.969	-0.693	0.000	-82.136	12.842
584	1434.000	-1.050	-0.826	0.000	-81.380	-1.270
600	1434.000	-1.039	-0.960	0.000	-81.359	-14.595
616	1434.000	-1.064	-1.061	0.000	-81.385	-24.730
1256	1434.000	-0.288	-0.297	0.000	-21.478	-8.234
1272	1434.000	-0.224	-0.121	0.000	-21.247	9.141
1288	1434.000	-0.196	-0.098	0.000	-21.375	11.537
1304	1434.000	-0.228	-0.278	0.000	-21.471	-6.366
1320	1434.000	-0.255	-0.074	0.000	-21.241	13.873
1336	1434.000	-0.305	-0.367	0.000	-21.401	-15.252
1352	1434.000	-0.254	-0.460	0.000	-21.242	-24.716
1368	1434.000	-0.275	-0.251	0.000	-21.251	-3.886
1384	1434.000	-0.299	-0.430	0.000	-21.357	-21.616
1400	1434.000	-0.284	-0.460	0.000	-21.249	-24.771
1416	1434.000	-0.240	-0.112	0.000	-21.474	10.313
1432	1434.000	-0.297	-0.146	0.000	-21.361	6.794
1448	1434.000	-0.280	-0.352	0.000	-21.246	-13.973
1464	1434.000	-0.217	-0.025	0.000	-21.868	19.392
1480	1434.000	-0.204	-0.125	0.000	-21.411	8.874
1496	1434.000	-0.253	-0.369	0.000	-21.243	-15.639
1512	1434.000	-0.296	-0.416	0.000	-22.980	-18.601
1528	1434.000	-0.311	-0.413	0.000	-21.383	-19.924
1544	1434.000	-0.283	-0.312	0.000	-21.360	-9.824
1560	1434.000	-0.288	-0.349	0.000	-22.185	-12.725
1576	1434.000	-0.296	-0.228	0.000	-21.482	-1.359
1592	1434.000	-0.324	-0.424	0.000	-21.367	-21.049
1608	1434.000	-0.257	-0.307	0.000	-21.663	-9.015
1624	1434.000	-0.256	-0.250	0.000	-21.676	-3.287
1640	1434.000	-0.229	-0.203	0.000	-21.425	1.096
1656	1434.000	-0.356	-0.182	0.000	-21.382	3.139
1672	1434.000	-0.329	-0.314	0.000	-21.606	-9.793
1688	1434.000	-0.271	0.006	0.000	-22.043	22.686
1704	1434.000	-0.276	-0.182	0.000	-21.273	3.031
1720	1434.000	-0.310	-0.010	0.000	-21.784	20.815
1736	1434.000	-0.261	-0.069	0.000	-21.954	15.032
1752	1434.000	-0.270	-0.226	0.000	-21.258	-1.348
1768	1434.000	-0.300	-0.130	0.000	-21.250	8.228
1784	1434.000	-0.262	-0.270	0.000	-22.028	-4.963
1800	1434.000	-0.205	-0.038	0.000	-21.247	17.428
1816	1434.000	-0.257	-0.164	0.000	-21.252	4.836
1832	1434.000	-0.262	-0.185	0.000	-21.304	2.790
1848	1434.000	-0.267	-0.215	0.000	-21.246	-0.303
1864	1434.000	-0.312	-0.407	0.000	-21.250	-19.456
2504	1434.000	-0.300	-0.455	0.000	-24.509	-20.953
2520	1434.000	-0.322	-0.435	0.000	-24.313	-19.158
2536	1434.000	-0.317	-0.229	0.000	-24.786	1.862
2552	1434.000	-0.362	-0.234	0.000	-24.320	0.893
2568	1434.000	-0.289	-0.113	0.000	-24.323	13.057
2584	1434.000	-0.382	-0.474	0.000	-25.075	-22.337
2600	1434.000	-0.277	-0.016	0.000	-24.322	22.700
2616	1434.000	-0.335	-0.271	0.000	-24.326	-2.761
2632	1434.000	-0.283	-0.272	0.000	-24.692	-2.531
