# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
414	1435.479
6478	1435.483
13902	1435.483
414	1435.962
6478	1435.967
13902	1435.967
414	1436.446
6478	1436.451
13902	1436.451
414	1436.931
6478	1436.935
13902	1436.935
414	1437.415
6478	1437.420
13902	1437.420
414	1437.900
6478	1437.905
11774	1437.983
13902	1437.905
414	1438.385
2590	1438.482
4158	1438.483
6478	1438.390
8894	1438.483
10302	1438.483
12670	1438.483
13902	1438.390
414	1438.871
6478	1438.875
9022	1438.983
11694	1438.983
11774	1438.967
13902	1438.875
414	1439.356
3758	1439.483
3854	1439.483
5038	1439.479
6478	1439.361
10174	1439.483
10302	1439.467
13902	1439.361
2590	1439.966
6478	1439.846
8894	1439.968
10158	1439.983
11582	1439.983
11774	1439.952
2894	1440.483
6478	1440.332
12670	1440.468
5262	1441.483
10398	1441.483
