# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms	V_m	I_tot	I_exc	I_inh	I_noise
5	1434.000	-1.004	-0.710	0.000	-83.113	12.129
21	1434.000	-1.060	-0.951	0.000	-81.359	-13.786
37	1434.000	-1.042	-0.858	0.000	-81.381	-4.375
53	1434.000	-0.992	-0.949	0.000	-82.361	-12.489
69	1434.000	-1.010	-0.839	0.000	-81.359	-2.584
85	1434.000	-0.969	-0.600	0.000	-81.395	21.439
101	1434.000	-1.060	-0.938	0.000	-81.359	-12.460
117	1434.000	-0.980	-0.769	0.000	-81.404	4.509
133	1434.000	-1.005	-0.833	0.000	-81.377	-1.919
149	1434.000	-1.033	-0.954	0.000	-81.360	-14.085
165	1434.000	-1.010	-1.027	0.000	-81.359	-21.362
181	1434.000	-1.074	-0.810	0.000	-83.440	2.394
197	1434.000	-1.056	-0.876	0.000	-83.064	-4.528
213	1434.000	-1.003	-0.731	0.000	-82.992	9.929
229	1434.000	-1.051	-1.061	0.000	-82.908	-23.167
245	1434.000	-0.960	-0.704	0.000	-82.209	11.807
261	1434.000	-1.078	-0.926	0.000	-83.046	-9.601
277	1434.000	-1.016	-0.638	0.000	-82.349	18.543
293	1434.000	-0.983	-1.050	0.000	-81.359	-23.621
309	1434.000	-1.022	-1.049	0.000	-82.136	-22.790
325	1434.000	-1.075	-0.921	0.000	-83.479	-8.594
341	1434.000	-1.038	-0.750	0.000	-84.369	9.414
357	1434.000	-1.058	-0.604	0.000	-81.390	20.940
373	1434.000	-1.056	-0.939	0.000	-81.376	-12.563
389	1434.000	-0.914	-0.590	0.000	-83.086	24.129
405	1434.000	-0.950	-0.934	0.000	-81.428	-11.985
421	1434.000	-0.961	-0.968	0.000	-81.360	-15.397
437	1434.000	-0.987	-0.858	0.000	-83.077	-2.675
453	1434.000	-1.053	-0.945	0.000	-82.166	-12.340
469	1434.000	-1.053	-0.854	0.000	-82.231	-3.198
485	1434.000	-1.121	-0.845	0.000	-84.905	0.375
501	1434.000	-1.003	-0.673	0.000	-81.359	14.108
517	1434.000	-1.033	-0.821	0.000	-83.716	1.573
533	1434.000	-1.053	-1.035	0.000	-84.324	-19.144
549	1434.000	-1.038	-0.798	0.000	-81.359	1.574
565	1434.000	-1.049	-0.984	0.000	-81.418	-16.959
581	1434.000	-1.003	-0.960	0.000	-84.035	-11.972
597	1434.000	-1.029	-0.984	0.000	-81.764	-16.609
613	1434.000	-0.965	-0.648	0.000	-81.384	16.610
1253	1434.000	-0.259	-0.052	0.000	-21.243	16.044
1269	1434.000	-0.205	0.013	0.000	-21.241	22.503
1285	1434.000	-0.219	-0.328	0.000	-21.684	-11.104
1301	1434.000	-0.289	-0.288	0.000	-21.241	-7.536
1317	1434.000	-0.310	-0.342	0.000	-21.249	-12.917
1333	1434.000	-0.247	-0.026	0.000	-21.510	18.932
1349	1434.000	-0.244	-0.123	0.000	-21.244	8.960
1365	1434.000	-0.276	-0.140	0.000	-21.444	7.448
1381	1434.000	-0.214	-0.259	0.000	-21.329	-4.522
1397	1434.000	-0.281	-0.226	0.000	-21.244	-1.324
1413	1434.000	-0.228	-0.229	0.000	-21.357	-1.556
1429	1434.000	-0.204	-0.045	0.000	-21.831	17.315
1445	1434.000	-0.278	-0.337	0.000	-21.252	-12.497
1461	1434.000	-0.319	-0.135	0.000	-21.847	8.370
1477	1434.000	-0.311	-0.371	0.000	-21.415	-15.731
1493	1434.000	-0.256	-0.276	0.000	-21.336	-6.311
1509	1434.000	-0.270	-0.081	0.000	-22.201	14.068
1525	1434.000	-0.274	-0.292	0.000	-21.247	-7.980
1541	1434.000	-0.217	-0.016	0.000	-21.641	20.005
1557	1434.000	-0.238	-0.142	0.000	-22.060	7.862
1573	1434.000	-0.316	-0.203	0.000	-21.685	1.424
1589	1434.000	-0.241	-0.071	0.000	-21.332	14.264
1605	1434.000	-0.261	-0.332	0.000	-21.775	-11.391
1621	1434.000	-0.304	-0.423	0.000	-21.407	-20.927
1637	1434.000	-0.300	-0.057	0.000	-21.339	15.614
1653	1434.000	-0.270	-0.368	0.000	-21.255	-15.495
1669	1434.000	-0.300	-0.357	0.000	-21.647	-14.067
1685	1434.000	-0.244	-0.218	0.000	-21.837	0.001
1701	1434.000	-0.266	-0.039	0.000	-21.250	17.395
1717	1434.000	-0.290	-0.028	0.000	-21.327	18.558
1733	1434.000	-0.255	-0.047	0.000	-22.051	17.321
1749	1434.000	-0.290	-0.452	0.000	-21.246	-23.920
1765	1434.000	-0.217	-0.331	0.000	-21.292	-11.787
1781	1434.000	-0.214	-0.053	0.000	-21.310	16.052
1797	1434.000	-0.273	-0.103	0.000	-21.243	10.940
1813	1434.000	-0.293	-0.315	0.000	-21.255	-10.287
1829	1434.000	-0.274	-0.271	0.000	-21.249	-5.894
1845	1434.000	-0.262	-0.354	0.000	-21.245	-14.196
1861	1434.000	-0.203	-0.046	0.000	-21.752	17.183
1877	1434.000	-0.272	-0.099	0.000	-21.241	11.384
2517	1434.000	-0.280	-0.177	0.000	-24.331	6.617
2533	1434.000	-0.303	-0.077	0.000	-24.678	17.019
2549	1434.000	-0.280	-0.354	0.000	-24.454	-10.912
2565	1434.000	-0.281	-0.069	0.000	-24.577	17.691
2581	1434.000	-0.324	-0.424	0.000	-25.106	-17.340
2597	1434.000	-0.334	-0.322	0.000	-24.319	-7.877
2613	1434.000	-0.236	-0.018	0.000	-24.777	22.949
2629	1434.000	-0.265	-0.169	0.000	-25.019	8.169
2645	1434.000	-0.280	-0.457	0.000	-24.324	-21.356
2661	1434.000	-0.282	-0.377	0.000	-24.393	-13.316
2677	1434.000	-0.299	-0.349	0.000	-24.811	-10.131
2693	1434.000	-0.324	-0.137	0.000	-24.317	10.610
2709	1434.000	-0.326	-0.165	0.000	-24.677	8.131
2725	1434.000	-0.309	-0.478	0.000	-24.323	-23.438
2741	1434.000	-0.268	-0.355	0.000	-24.325	-11.216
2757	1434.000	-0.312	-0.032	0.000	-24.378	21.189
2773	1434.000	-0.320	-0.177	0.000	-24.315	6.664
2789	1434.000	-0.375	-0.418	0.000	-25.018	-16.825
2805	1434.000	-0.348	-0.464	0.000	-24.446	-21.948
2821	1434.000	-0.301	-0.279	0.000	-24.320	-3.554
2837	1434.000	-0.332	-0.480	0.000	-25.641	-22.382
2853	1434.000	-0.332	-0.256	0.000	-24.324	-1.265
2869	1434.000	-0.351	-0.362	0.000	-25.246	-10.982
2885	1434.000	-0.314	-0.267	0.000	-25.184	-1.497
2901	1434.000	-0.334	-0.067	0.000	-24.327	17.648
2917	1434.000	-0.312	-0.096	0.000	-24.764	15.198
2933	1434.000	-0.280	-0.309	0.000	-24.815	-6.050
2949	1434.000	-0.312	-0.341	0.000	-24.330	-9.725
2965	1434.000	-0.295	-0.437	0.000	-24.513	-19.234
2981	1434.000	-0.309	-0.349	0.000	-24.501	-10.373
2997	1434.000	-0.270	-0.143	0.000	-24.792	10.508
3013	1434.000	-0.322	-0.389	0.000	-24.514	-14.421
