# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms	V_m	I_tot	I_exc	I_inh	I_noise
11	1434.000	-1.037	-0.910	0.000	-81.359	-9.685
27	1434.000	-1.015	-1.009	0.000	-81.359	-19.532
43	1434.000	-1.050	-0.835	0.000	-81.370	-2.125
59	1434.000	-1.024	-0.718	0.000	-81.404	9.651
75	1434.000	-0.985	-0.816	0.000	-81.359	-0.244
91	1434.000	-0.946	-0.570	0.000	-81.442	24.430
107	1434.000	-1.013	-0.738	0.000	-81.770	7.948
123	1434.000	-1.016	-0.822	0.000	-81.359	-0.863
139	1434.000	-1.035	-0.971	0.000	-81.369	-15.737
155	1434.000	-0.978	-0.622	0.000	-83.459	21.239
171	1434.000	-1.032	-0.800	0.000	-82.754	2.756
187	1434.000	-1.048	-0.804	0.000	-82.348	1.905
203	1434.000	-1.070	-0.805	0.000	-84.227	3.728
219	1434.000	-1.039	-0.682	0.000	-82.756	14.510
235	1434.000	-0.947	-0.677	0.000	-82.395	14.669
251	1434.000	-1.031	-0.785	0.000	-84.156	5.640
267	1434.000	-1.086	-0.908	0.000	-81.359	-9.395
283	1434.000	-1.029	-0.792	0.000	-83.235	4.033
299	1434.000	-1.011	-0.589	0.000	-83.443	24.562
315	1434.000	-1.044	-0.617	0.000	-82.115	20.398
331	1434.000	-1.046	-0.696	0.000	-81.444	11.841
347	1434.000	-1.040	-1.003	0.000	-81.359	-18.954
363	1434.000	-1.086	-1.015	0.000	-82.932	-18.560
379	1434.000	-0.989	-0.777	0.000	-81.431	3.700
395	1434.000	-1.054	-0.897	0.000	-81.360	-8.384
411	1434.000	-1.076	-0.917	0.000	-84.179	-7.569
427	1434.000	-0.951	-0.615	0.000	-81.360	19.860
443	1434.000	-0.942	-0.854	0.000	-82.591	-2.855
459	1434.000	-1.109	-1.030	0.000	-83.938	-19.042
475	1434.000	-1.015	-0.818	0.000	-81.359	-0.462
491	1434.000	-1.074	-0.983	0.000	-83.708	-14.608
507	1434.000	-1.050	-1.002	0.000	-84.001	-16.170
523	1434.000	-1.025	-0.871	0.000	-81.367	-5.782
539	1434.000	-1.011	-0.586	0.000	-81.778	23.208
555	1434.000	-0.861	-1.082	0.000	-83.758	-24.492
571	1434.000	-0.679	-0.975	0.000	-83.053	-14.431
587	1434.000	-1.008	-0.947	0.000	-81.381	-13.273
603	1434.000	-0.984	-0.609	0.000	-81.359	20.504
619	1434.000	-1.079	-0.964	0.000	-81.368	-15.056
1259	1434.000	-0.287	-0.372	0.000	-21.892	-15.329
1275	1434.000	-0.269	-0.193	0.000	-21.241	1.962
1291	1434.000	-0.245	-0.149	0.000	-21.246	6.365
1307	1434.000	-0.263	-0.141	0.000	-21.858	7.782
1323	1434.000	-0.261	-0.294	0.000	-21.241	-8.188
1339	1434.000	-0.354	-0.381	0.000	-21.483	-16.661
1355	1434.000	-0.186	-0.036	0.000	-21.425	17.791
1371	1434.000	-0.256	-0.154	0.000	-21.241	5.817
1387	1434.000	-0.306	-0.206	0.000	-21.335	0.745
1403	1434.000	-0.246	-0.184	0.000	-21.605	3.244
1419	1434.000	-0.279	-0.268	0.000	-21.253	-5.505
1435	1434.000	-0.264	-0.458	0.000	-21.618	-24.225
1451	1434.000	-0.252	-0.239	0.000	-21.250	-2.636
1467	1434.000	-0.278	-0.399	0.000	-21.287	-18.587
1483	1434.000	-0.275	-0.263	0.000	-21.750	-4.597
1499	1434.000	-0.228	-0.141	0.000	-21.250	7.134
1515	1434.000	-0.255	-0.338	0.000	-21.910	-11.931
1531	1434.000	-0.282	-0.453	0.000	-21.747	-23.566
1547	1434.000	-0.314	-0.273	0.000	-21.408	-5.882
1563	1434.000	-0.280	-0.279	0.000	-21.999	-5.899
1579	1434.000	-0.215	0.020	0.000	-21.676	23.708
1595	1434.000	-0.297	-0.412	0.000	-21.244	-19.989
1611	1434.000	-0.246	-0.090	0.000	-21.375	12.415
1627	1434.000	-0.314	-0.380	0.000	-21.529	-16.431
1643	1434.000	-0.227	-0.369	0.000	-21.333	-15.601
1659	1434.000	-0.266	-0.023	0.000	-21.553	19.288
1675	1434.000	-0.230	-0.114	0.000	-21.249	9.800
1691	1434.000	-0.248	-0.127	0.000	-21.328	8.631
1707	1434.000	-0.242	-0.107	0.000	-21.673	10.931
1723	1434.000	-0.283	-0.362	0.000	-21.418	-14.750
1739	1434.000	-0.259	-0.353	0.000	-21.612	-13.663
1755	1434.000	-0.246	-0.052	0.000	-21.269	16.053
1771	1434.000	-0.208	-0.267	0.000	-21.249	-5.472
1787	1434.000	-0.237	-0.286	0.000	-21.470	-7.136
1803	1434.000	-0.285	-0.459	0.000	-21.249	-24.620
1819	1434.000	-0.267	-0.274	0.000	-21.247	-6.126
1835	1434.000	-0.291	-0.339	0.000	-22.114	-11.757
1851	1434.000	-0.238	-0.189	0.000	-21.244	2.307
1867	1434.000	-0.278	-0.343	0.000	-21.241	-13.094
2507	1434.000	-0.262	-0.137	0.000	-24.411	10.672
2523	1434.000	-0.335	-0.472	0.000	-24.534	-22.674
2539	1434.000	-0.272	-0.132	0.000	-24.652	11.496
2555	1434.000	-0.288	-0.068	0.000	-24.823	17.992
2571	1434.000	-0.368	-0.394	0.000	-24.323	-15.049
2587	1434.000	-0.344	-0.203	0.000	-25.016	4.670
2603	1434.000	-0.313	-0.324	0.000	-24.365	-8.008
2619	1434.000	-0.347	-0.472	0.000	-24.329	-22.872
2635	1434.000	-0.329	-0.351	0.000	-24.436	-10.643
2651	1434.000	-0.295	-0.409	0.000	-24.413	-16.523
2667	1434.000	-0.296	-0.069	0.000	-24.318	17.465
2683	1434.000	-0.313	-0.308	0.000	-24.534	-6.272
2699	1434.000	-0.262	-0.060	0.000	-24.319	18.331
2715	1434.000	-0.292	-0.161	0.000	-24.319	8.215
2731	1434.000	-0.319	-0.164	0.000	-24.320	7.929
2747	1434.000	-0.328	-0.127	0.000	-24.315	11.657
2763	1434.000	-0.271	-0.059	0.000	-24.935	19.048
2779	1434.000	-0.294	-0.138	0.000	-24.554	10.798
2795	1434.000	-0.309	-0.225	0.000	-24.319	1.827
2811	1434.000	-0.371	-0.438	0.000	-25.119	-18.693
2827	1434.000	-0.233	-0.239	0.000	-24.425	0.537
2843	1434.000	-0.333	-0.143	0.000	-25.837	11.505
2859	1434.000	-0.317	-0.232	0.000	-25.155	1.943
2875	1434.000	-0.269	-0.075	0.000	-24.327	16.797
2891	1434.000	-0.295	-0.014	0.000	-25.117	23.733
2907	1434.000	-0.300	-0.106	0.000	-24.933	14.325
2923	1434.000	-0.255	-0.006	0.000	-24.370	23.812
2939	1434.000	-0.331	-0.491	0.000	-24.420	-24.651
2955	1434.000	-0.344	-0.366	0.000	-24.502	-12.142
2971	1434.000	-0.273	-0.073	0.000	-25.351	18.045
2987	1434.000	-0.324	-0.189	0.000	-24.973	6.051
3003	1434.000	-0.347	-0.364	0.000	-24.319	-12.083
3019	1434.000	-0.303	-0.023	0.000	-24.819	22.529
3035	1434.000	-0.275	-0.285	0.000	-24.531	-3.947
3051	1434.000	-0.328	-0.105	0.000	-24.335	13.811
3067	1434.000	-0.328	-0.115	0.000	-24.322	12.777
3083	1434.000	-0.370	-0.334	0.000	-24.519	-8.833
