# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms	V_m	I_tot	I_exc	I_inh	I_noise
2	1434.000	-0.993	-0.647	0.000	-81.359	16.679
18	1434.000	-1.002	-0.707	0.000	-81.360	10.649
34	1434.000	-0.951	-0.833	0.000	-81.409	-1.938
50	1434.000	-0.976	-0.666	0.000	-81.359	14.779
66	1434.000	-1.021	-1.021	0.000	-81.435	-20.697
82	1434.000	-0.972	-0.810	0.000	-82.186	1.174
98	1434.000	-1.013	-0.910	0.000	-81.359	-9.602
114	1434.000	-1.067	-1.059	0.000	-81.380	-24.545
130	1434.000	-1.045	-0.745	0.000	-82.397	7.874
146	1434.000	-1.014	-0.886	0.000	-82.022	-6.551
162	1434.000	-0.983	-0.698	0.000	-81.376	11.589
178	1434.000	-1.074	-0.613	0.000	-83.984	22.690
194	1434.000	-1.054	-1.048	0.000	-83.149	-21.678
210	1434.000	-1.061	-0.666	0.000	-82.149	15.523
226	1434.000	-1.019	-0.871	0.000	-84.617	-2.522
242	1434.000	-1.062	-0.908	0.000	-81.360	-9.463
258	1434.000	-1.100	-0.992	0.000	-83.730	-15.514
274	1434.000	-1.079	-0.687	0.000	-84.068	15.363
290	1434.000	-0.991	-1.051	0.000	-81.359	-23.748
306	1434.000	-0.999	-1.027	0.000	-82.307	-20.439
322	1434.000	-1.006	-0.627	0.000	-81.359	18.667
338	1434.000	-1.020	-0.700	0.000	-82.365	12.379
354	1434.000	-0.982	-0.610	0.000	-81.447	20.450
370	1434.000	-1.005	-0.880	0.000	-81.359	-6.673
386	1434.000	-1.106	-1.070	0.000	-85.649	-21.395
402	1434.000	-1.021	-0.881	0.000	-81.382	-6.693
418	1434.000	-1.084	-0.932	0.000	-82.476	-10.745
434	1434.000	-1.025	-0.968	0.000	-82.468	-14.303
450	1434.000	-1.077	-0.711	0.000	-81.359	10.261
466	1434.000	-1.001	-0.756	0.000	-83.193	7.601
482	1434.000	-1.042	-0.828	0.000	-84.237	1.485
498	1434.000	-1.029	-0.981	0.000	-81.359	-16.746
514	1434.000	-1.050	-0.871	0.000	-82.154	-4.970
530	1434.000	-1.039	-0.641	0.000	-83.788	19.673
546	1434.000	-1.047	-0.622	0.000	-83.501	21.342
562	1434.000	-1.040	-1.006	0.000	-81.405	-19.150
578	1434.000	-0.975	-0.630	0.000	-81.359	18.372
594	1434.000	-1.043	-1.046	0.000	-82.154	-22.496
610	1434.000	-0.997	-0.891	0.000	-81.380	-7.728
1266	1434.000	-0.245	-0.249	0.000	-21.243	-3.613
1282	1434.000	-0.252	-0.279	0.000	-21.828	-6.113
1298	1434.000	-0.228	-0.285	0.000	-21.243	-7.224
1314	1434.000	-0.297	-0.372	0.000	-21.439	-15.713
1330	1434.000	-0.307	-0.384	0.000	-21.620	-16.786
1346	1434.000	-0.340	-0.336	0.000	-21.241	-12.324
1362	1434.000	-0.290	-0.105	0.000	-21.427	10.937
1378	1434.000	-0.215	-0.060	0.000	-21.417	15.407
1394	1434.000	-0.284	-0.258	0.000	-21.250	-4.568
1410	1434.000	-0.259	-0.037	0.000	-21.432	17.695
1426	1434.000	-0.262	-0.402	0.000	-21.248	-18.980
