# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms	V_m	I_tot	I_exc	I_inh	I_noise
7	1434.000	-1.043	-0.899	0.000	-82.548	-7.395
23	1434.000	-1.025	-0.667	0.000	-81.359	14.702
39	1434.000	-1.042	-0.732	0.000	-81.429	8.237
55	1434.000	-1.081	-0.783	0.000	-84.045	5.791
71	1434.000	-0.985	-0.637	0.000	-81.359	17.619
87	1434.000	-1.036	-0.795	0.000	-81.403	1.882
103	1434.000	-1.039	-0.964	0.000	-81.775	-14.673
119	1434.000	-1.042	-0.579	0.000	-81.359	23.441
135	1434.000	-1.038	-0.865	0.000	-81.395	-5.089
151	1434.000	-1.062	-0.702	0.000	-82.543	12.297
167	1434.000	-1.025	-0.811	0.000	-81.360	0.246
183	1434.000	-1.021	-0.925	0.000	-81.359	-11.122
199	1434.000	-1.083	-0.987	0.000	-83.666	-15.034
215	1434.000	-0.994	-0.640	0.000	-81.359	17.358
231	1434.000	-1.017	-0.618	0.000	-83.950	22.111
247	1434.000	-1.047	-1.013	0.000	-82.529	-18.722
263	1434.000	-0.982	-0.627	0.000	-83.006	20.262
279	1434.000	-1.037	-0.868	0.000	-81.399	-5.372
295	1434.000	-1.016	-0.706	0.000	-81.359	10.744
311	1434.000	-1.062	-0.636	0.000	-82.244	18.662
327	1434.000	-1.025	-1.050	0.000	-81.791	-23.191
343	1434.000	-0.985	-0.741	0.000	-82.475	8.326
359	1434.000	-1.051	-0.700	0.000	-82.932	12.941
375	1434.000	-1.029	-0.797	0.000	-81.426	1.690
391	1434.000	-1.112	-0.703	0.000	-86.014	15.733
407	1434.000	-1.009	-0.964	0.000	-81.384	-15.000
423	1434.000	-0.995	-0.596	0.000	-81.359	21.718
439	1434.000	-0.706	-0.919	0.000	-82.082	-9.838
455	1434.000	-0.981	-0.911	0.000	-82.238	-8.832
471	1434.000	-0.969	-1.032	0.000	-81.359	-21.806
487	1434.000	-1.100	-1.071	0.000	-84.012	-23.053
503	1434.000	-0.861	-0.628	0.000	-83.448	20.621
519	1434.000	-1.098	-0.754	0.000	-83.874	8.478
535	1434.000	-1.064	-0.762	0.000	-83.695	7.472
551	1434.000	-0.769	-0.916	0.000	-81.359	-10.215
567	1434.000	-1.055	-1.030	0.000	-81.381	-21.581
583	1434.000	-0.951	-0.990	0.000	-82.374	-16.585
599	1434.000	-0.990	-0.820	0.000	-81.359	-0.668
615	1434.000	-0.998	-0.978	0.000	-81.399	-16.380
1255	1434.000	-0.249	-0.086	0.000	-21.428	12.862
1271	1434.000	-0.255	-0.211	0.000	-21.246	0.140
