# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms	V_m	I_tot	I_exc	I_inh	I_noise
1	1434.000	-1.017	-0.751	0.000	-81.359	6.236
17	1434.000	-0.550	4.060	1.000	-81.361	-12.666
33	1434.000	-0.993	-0.801	0.000	-81.429	1.353
49	1434.000	-1.033	-0.663	0.000	-81.359	15.019
65	1434.000	-1.027	-0.905	0.000	-81.441	-9.109
81	1434.000	-0.987	-0.753	0.000	-83.039	7.713
97	1434.000	-1.053	-0.904	0.000	-81.359	-9.013
113	1434.000	-0.964	-0.582	0.000	-81.381	23.216
129	1434.000	-0.990	-0.581	0.000	-82.183	24.058
145	1434.000	-1.008	-0.627	0.000	-82.209	19.494
161	1434.000	-1.001	-0.586	0.000	-81.381	22.791
177	1434.000	-1.089	-0.737	0.000	-83.455	9.719
193	1434.000	-1.040	-0.761	0.000	-82.211	6.112
209	1434.000	-0.993	-0.824	0.000	-81.776	-0.645
225	1434.000	-1.091	-0.772	0.000	-84.662	7.508
241	1434.000	-1.039	-0.894	0.000	-81.359	-8.053
257	1434.000	-1.121	-1.059	0.000	-84.381	-21.539
273	1434.000	-1.042	-0.865	0.000	-82.981	-3.566
289	1434.000	-0.859	-0.717	0.000	-81.726	10.025
305	1434.000	-0.989	-0.962	0.000	-81.856	-14.361
321	1434.000	-1.004	-0.618	0.000	-81.359	19.533
337	1434.000	-1.033	-1.041	0.000	-83.475	-20.656
353	1434.000	-1.003	-0.926	0.000	-81.437	-11.135
369	1434.000	-0.990	-0.754	0.000	-81.359	5.926
385	1434.000	-1.108	-1.095	0.000	-84.707	-24.819
401	1434.000	-1.020	-0.665	0.000	-81.376	14.926
417	1434.000	-1.056	-0.634	0.000	-83.709	20.349
433	1434.000	-1.040	-0.920	0.000	-82.329	-9.641
449	1434.000	-0.977	-0.691	0.000	-81.359	12.270
465	1434.000	-1.041	-0.924	0.000	-82.231	-10.153
481	1434.000	-0.959	-0.721	0.000	-83.206	11.142
497	1434.000	-1.043	-0.825	0.000	-81.728	-0.731
513	1434.000	-1.052	-0.737	0.000	-83.005	9.344
529	1434.000	-1.026	-0.618	0.000	-83.814	22.035
545	1434.000	-1.082	-0.979	0.000	-84.081	-13.845
561	1434.000	-0.996	-0.855	0.000	-81.755	-3.795
577	1434.000	-0.987	-0.910	0.000	-81.359	-9.674
593	1434.000	-0.605	-0.731	0.000	-81.729	8.635
609	1434.000	-0.999	-0.765	0.000	-81.402	4.889
625	1434.000	-0.956	-0.644	0.000	-81.359	16.913
1265	1434.000	-0.263	-0.135	0.000	-21.247	7.698
1281	1434.000	-0.297	-0.265	0.000	-21.727	-4.723
1297	1434.000	-0.215	-0.257	0.000	-21.244	-4.442
1313	1434.000	-0.283	-0.021	0.000	-21.493	19.370
1329	1434.000	-0.315	-0.338	0.000	-21.423	-12.375
1345	1434.000	-0.280	-0.327	0.000	-21.241	-11.507
1361	1434.000	-0.280	-0.449	0.000	-21.333	-23.548
1377	1434.000	-0.216	-0.436	0.000	-21.243	-22.363
1393	1434.000	-0.328	-0.155	0.000	-21.253	5.735
1409	1434.000	-0.286	-0.090	0.000	-21.481	12.528
1425	1434.000	-0.266	-0.373	0.000	-21.250	-16.019
1441	1434.000	-0.320	-0.211	0.000	-21.462	0.314
1457	1434.000	-0.260	-0.156	0.000	-21.462	5.911
1473	1434.000	-0.286	-0.352	0.000	-21.246	-13.950
1489	1434.000	-0.305	-0.424	0.000	-22.196	-20.245
1505	1434.000	-0.235	-0.034	0.000	-21.326	17.899
1521	1434.000	-0.259	-0.162	0.000	-21.242	5.080
