# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms	V_m	I_tot	I_exc	I_inh	I_noise
9	1434.000	-0.998	-0.837	0.000	-81.413	-2.297
25	1434.000	-0.981	-0.892	0.000	-81.359	-7.827
41	1434.000	-0.983	-0.819	0.000	-81.410	-0.468
57	1434.000	-1.096	-1.015	0.000	-82.408	-19.068
73	1434.000	-1.015	-0.734	0.000	-81.359	8.004
89	1434.000	-0.876	-1.046	0.000	-81.409	-23.219
105	1434.000	-0.999	-0.589	0.000	-82.411	23.533
121	1434.000	-0.986	-0.658	0.000	-81.359	15.525
137	1434.000	-0.988	-0.629	0.000	-81.395	18.517
153	1434.000	-1.064	-0.936	0.000	-82.927	-10.643
169	1434.000	-0.992	-0.789	0.000	-82.756	3.847
185	1434.000	-1.065	-1.015	0.000	-81.726	-19.745
201	1434.000	-1.036	-0.979	0.000	-84.551	-13.387
217	1434.000	-1.000	-0.905	0.000	-81.360	-9.132
233	1434.000	-1.121	-0.612	0.000	-83.194	21.952
249	1434.000	-1.048	-0.848	0.000	-84.431	-0.385
265	1434.000	-0.970	-0.733	0.000	-81.359	8.042
281	1434.000	-1.066	-1.061	0.000	-83.234	-22.879
297	1434.000	-0.928	-0.607	0.000	-81.359	20.664
313	1434.000	-0.991	-0.756	0.000	-81.687	6.122
329	1434.000	-0.987	-1.015	0.000	-81.452	-20.012
345	1434.000	-1.013	-0.813	0.000	-81.359	0.075
361	1434.000	-1.052	-0.992	0.000	-85.599	-13.631
377	1434.000	-1.008	-0.907	0.000	-81.414	-9.252
393	1434.000	-1.078	-0.868	0.000	-83.085	-3.697
409	1434.000	-1.061	-1.066	0.000	-82.405	-24.214
425	1434.000	-1.042	-0.986	0.000	-81.367	-17.243
441	1434.000	-0.768	-0.606	0.000	-83.201	22.612
457	1434.000	-1.057	-1.065	0.000	-83.371	-23.113
473	1434.000	-1.041	-1.022	0.000	-81.359	-20.792
489	1434.000	-1.087	-1.071	0.000	-82.343	-24.724
505	1434.000	-1.027	-0.676	0.000	-83.506	15.950
521	1434.000	-1.038	-0.892	0.000	-83.016	-6.173
537	1434.000	-1.036	-0.952	0.000	-82.394	-12.818
553	1434.000	-0.991	-0.674	0.000	-82.125	14.752
569	1434.000	-1.056	-0.954	0.000	-83.016	-12.352
585	1434.000	-0.960	-0.709	0.000	-81.378	10.488
601	1434.000	-0.918	-0.832	0.000	-81.359	-1.866
617	1434.000	-1.018	-0.953	0.000	-81.368	-13.939
1257	1434.000	-0.209	-0.082	0.000	-21.634	13.405
1273	1434.000	-0.284	-0.455	0.000	-21.245	-24.214
1289	1434.000	-0.316	-0.266	0.000	-21.346	-5.268
1305	1434.000	-0.295	-0.391	0.000	-21.725	-17.335
1321	1434.000	-0.197	-0.128	0.000	-21.241	8.464
1337	1434.000	-0.353	-0.227	0.000	-21.482	-1.236
1353	1434.000	-0.252	-0.038	0.000	-21.245	17.480
1369	1434.000	-0.333	-0.404	0.000	-21.246	-19.165
1385	1434.000	-0.262	-0.375	0.000	-21.334	-16.132
1401	1434.000	-0.286	-0.380	0.000	-21.246	-16.726
1417	1434.000	-0.242	-0.239	0.000	-21.358	-2.577
1433	1434.000	-0.325	-0.229	0.000	-21.484	-1.446
1449	1434.000	-0.271	-0.132	0.000	-21.249	8.010
1465	1434.000	-0.292	-0.344	0.000	-21.682	-12.711
1481	1434.000	-0.280	-0.006	0.000	-21.412	20.783
1497	1434.000	-0.311	-0.193	0.000	-21.244	1.983
1513	1434.000	-0.242	-0.270	0.000	-22.805	-4.210
1529	1434.000	-0.256	-0.229	0.000	-21.373	-1.495
1545	1434.000	-0.241	-0.225	0.000	-21.242	-1.222
1561	1434.000	-0.298	-0.004	0.000	-22.368	21.960
1577	1434.000	-0.272	-0.395	0.000	-21.528	-17.944
1593	1434.000	-0.256	-0.268	0.000	-21.342	-5.463
1609	1434.000	-0.287	-0.428	0.000	-21.529	-21.235
1625	1434.000	-0.254	-0.262	0.000	-21.594	-4.597
1641	1434.000	-0.271	-0.319	0.000	-21.329	-10.568
1657	1434.000	-0.291	-0.009	0.000	-21.464	20.552
1673	1434.000	-0.261	-0.299	0.000	-21.419	-8.525
1689	1434.000	-0.291	-0.396	0.000	-21.839	-17.747
1705	1434.000	-0.246	-0.160	0.000	-21.279	5.282
1721	1434.000	-0.261	-0.031	0.000	-21.792	18.647
1737	1434.000	-0.308	-0.243	0.000	-21.925	-2.335
1753	1434.000	-0.243	-0.122	0.000	-21.262	9.087
1769	1434.000	-0.317	-0.368	0.000	-21.249	-15.548
1785	1434.000	-0.297	-0.264	0.000	-22.053	-4.308
1801	1434.000	-0.256	-0.384	0.000	-21.249	-17.165
1817	1434.000	-0.273	-0.452	0.000	-21.252	-23.904
1833	1434.000	-0.229	-0.011	0.000	-21.633	20.575
1849	1434.000	-0.169	-0.149	0.000	-21.244	6.351
1865	1434.000	-0.269	-0.394	0.000	-21.242	-18.146
2505	1434.000	-0.239	-0.097	0.000	-24.565	14.869
2521	1434.000	-0.259	-0.434	0.000	-24.318	-19.044
2537	1434.000	-0.261	-0.067	0.000	-24.843	18.185
2553	1434.000	-0.294	-0.178	0.000	-24.436	6.619
2569	1434.000	-0.322	-0.180	0.000	-24.322	6.351
2585	1434.000	-0.293	-0.181	0.000	-24.784	6.651
2601	1434.000	-0.286	-0.193	0.000	-24.323	5.006
2617	1434.000	-0.277	-0.405	0.000	-24.324	-16.190
2633	1434.000	-0.243	-0.233	0.000	-24.675	1.393
