# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
367	126.981
100239	126.983
100303	126.983
100383	126.983
100431	126.983
120063	126.981
120255	126.981
120399	126.981
120415	126.981
120431	126.981
367	127.465
100239	127.467
100303	127.467
100383	127.467
100431	127.467
120063	127.465
120255	127.465
120399	127.465
120415	127.465
120431	127.465
367	127.949
100239	127.951
100303	127.951
100383	127.951
100431	127.951
120063	127.949
120255	127.949
120399	127.949
120415	127.949
120431	127.949
367	128.434
100239	128.436
100303	128.436
100383	128.436
100431	128.436
120063	128.433
120255	128.434
120399	128.433
120415	128.433
120431	128.433
367	128.918
100239	128.920
100303	128.920
100383	128.920
100431	128.920
120063	128.918
120255	128.918
120399	128.918
120415	128.918
120431	128.918
367	129.403
20703	129.483
100239	129.405
100303	129.405
100383	129.405
100431	129.405
120063	129.403
120255	129.403
120399	129.402
120415	129.403
120431	129.403
367	129.888
100239	129.890
100303	129.890
100383	129.890
100431	129.890
120063	129.888
120255	129.888
120399	129.888
120415	129.888
120431	129.888
367	130.373
20703	130.467
100239	130.375
100303	130.375
100383	130.375
100431	130.375
120063	130.373
120255	130.373
120399	130.373
120415	130.373
120431	130.373
149903	130.483
367	130.859
100239	130.861
100303	130.861
100431	130.861
120063	130.859
120255	130.859
120399	130.858
120415	130.859
120431	130.859
140095	130.983
169663	130.983
367	131.345
100303	131.346
100383	131.363
120063	131.344
120399	131.344
169695	131.483
29727	131.983
49631	131.983
100431	131.849
120399	131.830
169999	131.983
180287	131.978
120415	132.851
120431	132.851
100239	133.355
120255	133.354
