# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
93	948.483
6877	948.483
7869	948.483
8045	948.483
93	948.967
6877	948.967
7869	948.967
8045	948.967
93	949.451
6877	949.451
7869	949.451
8045	949.451
93	949.936
6877	949.936
7869	949.936
8045	949.936
93	950.420
1485	950.483
6877	950.420
7869	950.420
8045	950.420
11565	950.483
93	950.905
3949	950.983
6877	950.905
7869	950.905
8045	950.905
9357	950.983
12989	950.983
93	951.390
3085	951.483
3117	951.483
4317	951.483
5085	951.483
5453	951.483
6877	951.390
7869	951.390
8045	951.390
11565	951.467
93	951.875
1501	951.983
1629	951.983
2685	951.983
2829	951.983
2909	951.983
2957	951.983
3789	951.983
3949	951.967
4109	951.983
4253	951.983
4285	951.982
5389	951.983
6877	951.875
7869	951.875
8045	951.875
8813	951.983
9229	951.983
12989	951.967
93	952.361
1357	952.483
1485	952.468
2557	952.483
2765	952.482
4029	952.483
4157	952.483
6877	952.361
7869	952.361
8045	952.361
10205	952.483
10381	952.482
10573	952.483
10589	952.482
10621	952.483
11341	952.483
11357	952.483
11565	952.452
11789	952.483
93	952.846
1309	952.983
1341	952.983
1437	952.983
1469	952.983
1501	952.967
1773	952.983
2525	952.983
2685	952.967
3085	952.968
3853	952.983
4109	952.967
5069	952.983
5453	952.968
6877	952.846
7869	952.846
8045	952.846
10077	952.983
10173	952.983
10237	952.983
10413	952.983
10541	952.983
11789	952.967
11821	952.983
2653	953.483
2781	953.483
3117	953.467
3789	953.468
4253	953.468
5085	953.467
6877	953.332
7869	953.332
9357	953.468
10557	953.483
12541	953.483
12957	953.483
93	953.835
2605	953.982
2829	953.968
2909	953.968
3101	953.983
4029	953.968
6877	953.819
8045	953.835
8765	953.983
8941	953.983
9005	953.983
9021	953.983
9181	953.983
9341	953.983
12797	953.983
12861	953.983
12941	953.983
