# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
6431	948.483
7631	948.483
6431	948.967
7631	948.967
6431	949.451
7631	949.451
6431	949.936
7631	949.936
1279	950.483
1471	950.483
1807	950.483
6431	950.420
7631	950.420
2911	950.983
5583	950.983
5599	950.983
6431	950.905
7631	950.905
10527	950.983
1807	951.467
2623	951.483
2751	951.483
2767	951.483
2799	951.483
2927	951.483
3759	951.483
3807	951.483
3983	951.483
5327	951.483
6431	951.390
7631	951.390
8959	951.483
10607	951.483
11487	951.483
12607	951.483
12879	951.483
1279	951.968
1471	951.968
2751	951.967
3775	951.982
3935	951.983
6431	951.875
7631	951.875
9119	951.983
11535	951.983
11647	951.983
11663	951.983
13055	951.983
1263	952.483
1791	952.483
1807	952.452
1839	952.483
2831	952.483
3807	952.467
4079	952.483
5583	952.468
6431	952.361
7631	952.361
8847	952.483
10031	952.482
10191	952.483
10351	952.482
11263	952.483
11279	952.483
11295	952.483
11487	952.467
12799	952.483
12815	952.479
1263	952.967
1279	952.952
1471	952.952
1679	952.983
1807	952.936
2767	952.968
2831	952.967
3775	952.966
4031	952.983
4287	952.983
5183	952.983
6431	952.846
7631	952.846
10031	952.966
10079	952.983
10159	952.983
10207	952.983
10415	952.983
10607	952.968
10623	952.983
11663	952.967
11759	952.983
11887	952.983
12895	952.983
13055	952.967
1551	953.483
2511	953.483
2767	953.452
2815	953.483
2911	953.468
2927	953.468
2991	953.483
3039	953.483
3871	953.483
4111	953.483
5423	953.483
8831	953.483
8959	953.468
9279	953.483
9343	953.483
11503	953.483
11807	953.483
11823	953.483
12607	953.468
13055	953.451
2591	953.983
2751	953.953
3807	953.953
4079	953.968
7631	953.835
8863	953.983
8911	953.983
9359	953.983
11535	953.968
6431	954.840
