# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
220215	126.481
220391	126.481
503	126.981
100279	126.983
120135	126.981
220119	126.981
220215	126.965
220391	126.965
327	127.432
503	127.465
100279	127.467
120135	127.465
220119	127.465
220215	127.449
220391	127.449
327	127.916
503	127.949
100279	127.951
120135	127.949
220119	127.949
220215	127.934
220391	127.933
327	128.401
503	128.434
100279	128.436
120135	128.433
220119	128.434
220215	128.418
220391	128.418
327	128.886
503	128.918
100279	128.920
120135	128.918
220119	128.918
220215	128.903
220391	128.902
327	129.372
503	129.403
100279	129.405
120135	129.403
220119	129.403
220215	129.388
220391	129.387
327	129.857
503	129.888
100279	129.890
120135	129.888
220119	129.888
220215	129.873
220391	129.873
327	130.343
503	130.373
100279	130.375
120135	130.373
220119	130.373
220215	130.359
220391	130.358
503	130.859
80535	130.983
100279	130.861
120135	130.859
180887	130.983
200439	130.983
200935	130.983
201111	130.983
220119	130.859
220215	130.845
220391	130.844
140103	131.483
140503	131.483
200231	131.483
220391	131.330
327	131.834
503	131.847
80151	131.983
220119	131.847
100279	132.351
120135	132.349
169911	132.483
