# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms	V_m	I_tot	I_exc	I_inh	I_noise
16	126.000	-0.991	-0.778	0.000	-78.808	1.021
32	126.000	-0.952	-0.939	0.000	-78.808	-15.074
48	126.000	-0.953	-1.016	0.000	-78.857	-22.759
64	126.000	-0.880	-0.942	0.000	-78.808	-15.407
80	126.000	-1.082	-0.846	0.000	-82.830	-1.798
96	126.000	-0.647	-0.897	0.000	-78.851	-10.853
112	126.000	-0.912	-0.576	0.000	-81.028	23.434
128	126.000	-0.984	-0.954	0.000	-79.532	-15.899
144	126.000	-0.531	4.064	0.000	-78.824	-14.739
160	126.000	-1.004	-0.979	0.000	-78.851	-19.053
176	126.000	-0.961	-0.792	0.000	-79.438	0.253
192	126.000	-0.997	-0.571	0.000	-79.537	22.486
208	126.000	-0.559	4.191	0.000	-79.560	-1.364
224	126.000	-0.896	-0.745	0.000	-80.184	5.643
240	126.000	-1.061	-1.005	0.000	-80.343	-20.127
256	126.000	-0.520	4.106	1.000	-78.825	-10.586
272	126.000	-0.971	-0.694	0.000	-79.189	9.767
288	126.000	-0.570	-0.678	0.000	-78.808	10.984
304	126.000	-1.001	-0.666	0.000	-78.855	12.276
320	126.000	-1.017	-0.707	0.000	-79.834	9.090
336	126.000	-1.055	-1.028	0.000	-81.473	-21.288
352	126.000	-1.079	-0.934	0.000	-81.363	-12.057
368	126.000	-1.023	-0.810	0.000	-78.808	-2.171
384	126.000	-1.008	-1.015	0.000	-80.322	-21.213
400	126.000	-0.544	-0.542	0.000	-78.859	24.689
416	126.000	-0.953	-0.735	0.000	-79.537	6.078
432	126.000	-0.996	-0.970	0.000	-78.808	-18.151
448	126.000	-0.495	4.231	0.000	-80.353	3.459
464	126.000	-1.028	-0.792	0.000	-80.821	1.616
480	126.000	-0.993	-0.922	0.000	-78.808	-13.433
496	126.000	-0.982	-0.984	0.000	-78.808	-19.575
512	126.000	-0.944	-0.878	0.000	-78.808	-8.996
528	126.000	-0.808	-0.642	0.000	-79.532	15.341
544	126.000	-0.964	-0.566	0.000	-78.808	22.211
560	126.000	-0.459	4.427	1.000	-78.857	21.560
576	126.000	-1.002	-0.654	0.000	-79.575	14.197
592	126.000	-1.016	-0.853	0.000	-79.537	-5.799
608	126.000	-0.998	-0.555	0.000	-78.824	23.275
624	126.000	-1.025	-0.982	0.000	-79.810	-18.349
640	126.000	-0.989	-0.910	0.000	-78.808	-12.211
656	126.000	-0.941	-0.633	0.000	-78.825	15.507
672	126.000	-1.058	-1.031	0.000	-79.152	-23.985
688	126.000	-0.986	-0.914	0.000	-78.808	-12.600
704	126.000	-0.958	-0.983	0.000	-78.815	-19.466
720	126.000	-0.493	-0.603	0.000	-78.808	18.508
736	126.000	-0.931	-0.572	0.000	-78.808	21.591
752	126.000	-1.001	-0.683	0.000	-78.808	10.503
768	126.000	-0.958	-0.638	0.000	-78.808	14.960
784	126.000	-1.001	-0.635	0.000	-78.808	15.321
800	126.000	-0.986	-0.975	0.000	-78.808	-18.725
816	126.000	-0.945	-0.694	0.000	-78.808	9.453
832	126.000	-0.616	-0.824	0.000	-78.808	-3.583
848	126.000	-1.000	-0.990	0.000	-78.808	-20.227
864	126.000	-0.849	-0.882	0.000	-78.808	-9.404
880	126.000	-1.066	-0.983	0.000	-78.808	-19.468
896	126.000	-0.929	-0.538	0.000	-78.808	24.976
912	126.000	-0.965	-0.891	0.000	-78.808	-10.250
928	126.000	-0.988	-0.809	0.000	-78.808	-2.106
944	126.000	-0.864	-0.627	0.000	-78.808	16.135
960	126.000	-0.964	-0.696	0.000	-78.808	9.257
976	126.000	-0.972	-0.800	0.000	-78.808	-1.237
992	126.000	-0.979	-1.013	0.000	-78.808	-22.530
1008	126.000	-0.841	-0.998	0.000	-78.808	-21.040
1024	126.000	-1.042	-0.986	0.000	-78.808	-19.828
1040	126.000	-0.991	-0.694	0.000	-78.808	9.409
1056	126.000	-0.984	-0.628	0.000	-78.808	16.023
1072	126.000	-1.005	-0.878	0.000	-78.808	-9.022
1088	126.000	-0.970	-0.654	0.000	-78.808	13.408
1104	126.000	-0.942	-0.809	0.000	-78.808	-2.111
1120	126.000	-0.944	-0.916	0.000	-78.808	-12.765
1136	126.000	-0.791	-0.917	0.000	-78.808	-12.931
1152	126.000	-0.947	-0.553	0.000	-78.808	23.549
1168	126.000	-0.953	-0.642	0.000	-78.808	14.601
1184	126.000	-0.725	-0.677	0.000	-78.808	11.080
1200	126.000	-0.644	-0.588	0.000	-78.808	20.000
1216	126.000	-0.955	-0.606	0.000	-78.808	18.228
1232	126.000	-0.940	-0.616	0.000	-78.808	17.162
1248	126.000	-0.999	-0.658	0.000	-78.808	13.042
1264	126.000	-1.009	-0.627	0.000	-78.808	16.070
1280	126.000	-0.938	-0.649	0.000	-78.808	13.859
1296	126.000	-0.972	-0.557	0.000	-78.808	23.157
1312	126.000	-0.958	-0.771	0.000	-78.808	1.736
1328	126.000	-0.958	-0.660	0.000	-78.808	12.793
1344	126.000	-0.968	-0.844	0.000	-78.808	-5.571
1360	126.000	-1.006	-0.972	0.000	-78.808	-18.382
1376	126.000	-0.918	-0.873	0.000	-78.808	-8.452
1392	126.000	-0.700	-0.669	0.000	-78.808	11.866
1408	126.000	-0.972	-0.744	0.000	-78.808	4.416
1424	126.000	-0.915	-0.604	0.000	-78.808	18.433
1440	126.000	-0.962	-0.700	0.000	-78.808	8.765
1456	126.000	-1.009	-1.011	0.000	-78.808	-22.273
1472	126.000	-0.854	-0.692	0.000	-78.808	9.647
1488	126.000	-1.033	-0.908	0.000	-78.808	-12.009
1504	126.000	-0.941	-0.588	0.000	-78.808	20.010
1520	126.000	-0.943	-0.842	0.000	-78.808	-5.432
1536	126.000	-0.962	-0.726	0.000	-78.808	6.239
1552	126.000	-0.913	-0.723	0.000	-78.808	6.542
1568	126.000	-0.992	-0.718	0.000	-78.808	6.973
1584	126.000	-0.614	-0.642	0.000	-78.808	14.570
1600	126.000	-0.928	-0.853	0.000	-78.808	-6.467
1616	126.000	-0.962	-0.575	0.000	-78.808	21.270
1632	126.000	-1.002	-0.953	0.000	-78.808	-16.531
1648	126.000	-0.914	-0.556	0.000	-78.808	23.191
