# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
152	126.981
392	126.981
408	126.981
100248	126.983
100440	126.983
220264	126.981
220312	126.981
152	127.465
392	127.465
408	127.465
424	127.432
100248	127.467
100440	127.467
220264	127.465
220312	127.465
152	127.949
392	127.949
408	127.949
424	127.916
100248	127.951
100440	127.951
220264	127.949
220312	127.949
152	128.433
392	128.434
408	128.434
424	128.401
100248	128.436
100440	128.436
220264	128.434
220312	128.433
152	128.918
392	128.918
408	128.918
424	128.886
100248	128.920
100440	128.920
220264	128.918
220312	128.918
152	129.403
392	129.403
408	129.403
424	129.372
100248	129.405
100440	129.405
220264	129.403
220312	129.402
152	129.888
392	129.888
408	129.888
424	129.857
100248	129.890
100440	129.890
180040	129.983
220264	129.888
220312	129.887
152	130.373
392	130.373
408	130.373
49896	130.483
80232	130.483
100248	130.375
100440	130.375
140120	130.483
220264	130.373
220312	130.373
152	130.859
392	130.859
408	130.859
424	130.845
100248	130.861
100440	130.861
200296	130.983
220264	130.859
220312	130.858
152	131.344
392	131.345
29608	131.483
152	131.831
392	131.831
29432	131.983
80232	131.968
100248	131.849
180040	131.968
100440	132.853
220264	132.851
220312	132.851
408	133.354
