# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
125	126.981
100029	126.983
120221	126.981
220285	126.981
125	127.465
100029	127.467
120221	127.465
220285	127.465
125	127.949
100029	127.951
120221	127.949
220285	127.949
125	128.434
100029	128.436
120221	128.433
220285	128.433
125	128.918
100029	128.920
120221	128.918
220285	128.918
125	129.403
100029	129.405
120221	129.403
220285	129.402
125	129.888
100029	129.890
120221	129.888
220285	129.888
125	130.373
100029	130.375
120221	130.373
140333	130.483
160029	130.483
220285	130.373
125	130.859
20045	130.983
29933	130.979
40205	130.983
40797	130.983
100029	130.861
120221	130.859
140317	130.983
200445	130.983
220285	130.858
209725	131.483
220285	131.344
20829	131.983
29997	131.983
181037	131.983
100029	132.853
120221	132.851
220285	132.835
125	133.354
