# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
376	948.483
520	948.483
6584	948.483
7624	948.483
13960	948.483
376	948.967
520	948.967
6584	948.967
7624	948.967
13960	948.967
376	949.451
520	949.451
6584	949.451
7624	949.451
13960	949.451
376	949.936
520	949.936
6584	949.936
7624	949.936
11592	949.983
13960	949.936
376	950.420
520	950.420
6584	950.420
7624	950.420
9064	950.483
13960	950.420
376	950.905
520	950.905
2888	950.983
5544	950.983
6584	950.905
7624	950.905
10456	950.983
11592	950.967
13960	950.905
376	951.390
520	951.390
2984	951.482
4264	951.483
5016	951.483
6584	951.390
7624	951.390
9320	951.483
10504	951.483
11592	951.451
13960	951.390
376	951.875
520	951.875
1464	951.983
2568	951.983
2584	951.983
2856	951.983
2888	951.967
3080	951.983
5192	951.983
5512	951.978
6584	951.875
7624	951.875
9064	951.968
9112	951.983
10056	951.983
11592	951.936
13048	951.983
13960	951.875
376	952.361
520	952.361
1432	952.483
1848	952.483
3064	952.483
3912	952.483
3992	952.483
4184	952.483
4312	952.483
4344	952.483
6584	952.361
7624	952.361
10184	952.483
10456	952.468
10504	952.467
10536	952.483
11288	952.483
11608	952.483
11800	952.483
12856	952.482
12936	952.483
12952	952.483
13096	952.482
13960	952.361
520	952.846
1304	952.983
1384	952.979
2728	952.983
2936	952.983
2984	952.967
3784	952.983
3880	952.983
4232	952.983
5512	952.962
5544	952.968
6584	952.846
7624	952.846
11304	952.983
11384	952.983
11544	952.983
11560	952.983
11592	952.921
11736	952.983
12584	952.983
376	953.349
520	953.332
1576	953.483
2536	953.483
2904	953.483
3080	953.468
4184	953.467
4264	953.468
4296	953.483
5160	953.483
6584	953.332
10488	953.483
11288	953.467
11336	953.483
11768	953.483
12840	953.483
13000	953.483
520	953.819
2584	953.968
2824	953.983
2984	953.951
3880	953.967
4152	953.983
7624	953.835
8872	953.983
9064	953.953
9160	953.983
9352	953.983
10536	953.968
12616	953.983
12888	953.979
13960	953.851
376	954.337
