# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
327	948.483
6391	948.483
7575	948.483
13927	948.483
14183	948.483
327	948.967
6391	948.967
7575	948.967
13927	948.967
14183	948.967
327	949.451
6391	949.451
7575	949.451
13927	949.451
14183	949.451
327	949.936
6391	949.936
7575	949.936
13927	949.936
14183	949.936
327	950.420
5383	950.483
6391	950.420
7575	950.420
13927	950.420
14183	950.420
327	950.905
6391	950.905
7575	950.905
9063	950.982
9175	950.983
13927	950.905
14183	950.905
327	951.390
1367	951.483
2711	951.483
2903	951.483
4023	951.483
6391	951.390
7575	951.390
10631	951.483
11863	951.483
13927	951.390
14183	951.390
327	951.875
3767	951.983
3783	951.983
5079	951.983
5383	951.968
6391	951.875
7575	951.875
8807	951.982
10263	951.983
10391	951.983
10423	951.983
11751	951.982
13927	951.875
14183	951.875
327	952.361
1783	952.483
3047	952.483
4023	952.467
4231	952.483
5031	952.483
6391	952.361
7575	952.361
9111	952.483
9175	952.468
10055	952.483
10279	952.483
10487	952.483
10631	952.467
11511	952.483
11543	952.483
11639	952.483
12695	952.483
13927	952.361
14183	952.361
1399	952.983
1687	952.983
1703	952.983
2999	952.983
3783	952.967
3847	952.982
3879	952.983
3911	952.983
4183	952.983
4199	952.983
6391	952.846
7575	952.846
9335	952.983
9367	952.983
10103	952.983
10263	952.967
10311	952.983
10439	952.983
11287	952.982
11399	952.983
11463	952.983
11863	952.968
1367	953.468
2855	953.483
3031	953.483
3767	953.468
6391	953.332
7575	953.332
9063	953.467
10279	953.467
11351	953.483
11511	953.467
11543	953.467
11575	953.483
11751	953.467
11799	953.482
12983	953.483
13927	953.349
2711	953.968
6391	953.819
9319	953.983
12679	953.983
12839	953.982
