# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
14210	948.483
14210	948.967
14210	949.451
14210	949.936
4034	950.482
10338	950.483
14210	950.420
1730	950.983
8850	950.983
8882	950.983
8898	950.983
8962	950.983
10290	950.983
11762	950.982
14210	950.905
2738	951.483
2754	951.483
3890	951.483
4034	951.467
9330	951.483
9346	951.483
10242	951.483
11762	951.466
12738	951.483
14210	951.390
1506	951.983
2562	951.983
2578	951.982
2642	951.983
2690	951.982
2962	951.983
3106	951.983
3986	951.983
4050	951.983
4066	951.983
10114	951.983
10338	951.968
11458	951.983
11490	951.983
11762	951.950
12594	951.982
12786	951.983
14210	951.875
1314	952.483
1778	952.483
3010	952.483
3762	952.483
4034	952.451
4178	952.483
4242	952.482
4338	952.483
5362	952.483
5410	952.483
5426	952.483
8850	952.468
10290	952.468
10498	952.482
10578	952.483
11282	952.483
11442	952.483
11842	952.482
1506	952.967
1538	952.983
1730	952.968
1826	952.983
2850	952.983
2914	952.983
3922	952.983
4290	952.983
5282	952.983
5394	952.983
10034	952.983
10114	952.967
10178	952.983
10338	952.952
10418	952.982
11602	952.983
11762	952.935
12802	952.983
13026	952.983
2546	953.483
2754	953.468
2818	953.483
3778	953.483
3986	953.468
8914	953.483
9122	953.483
9298	953.483
9346	953.468
10242	953.468
11586	953.483
12898	953.483
14210	953.365
2626	953.983
3042	953.983
8786	953.983
8882	953.969
8914	953.967
12834	953.983
