# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
13866	948.483
14106	948.483
14186	948.483
13866	948.967
14106	948.967
14186	948.967
13866	949.451
14106	949.451
14186	949.451
13866	949.936
14106	949.936
14186	949.936
10250	950.483
13034	950.483
13866	950.420
14106	950.420
14186	950.420
5034	950.983
10250	950.967
13866	950.905
14106	950.905
14186	950.905
2506	951.483
2938	951.483
2970	951.483
4090	951.483
5594	951.482
13866	951.390
14106	951.390
14186	951.390
1354	951.983
2858	951.983
2938	951.967
3034	951.983
4042	951.983
4378	951.983
5610	951.983
9210	951.983
9290	951.983
11834	951.983
13034	951.968
13866	951.875
14106	951.875
14186	951.875
1258	952.483
1354	952.466
1386	952.483
1562	952.483
1802	952.483
1818	952.482
4074	952.483
4154	952.483
5034	952.468
5418	952.483
10250	952.452
10602	952.483
11850	952.483
12970	952.483
13866	952.361
14106	952.361
1674	952.983
1834	952.983
2586	952.983
2874	952.983
2954	952.983
3002	952.983
3770	952.983
3834	952.983
3930	952.983
3978	952.983
4106	952.983
4298	952.983
5162	952.983
5210	952.983
10106	952.982
10170	952.983
10218	952.983
10250	952.937
10298	952.983
10490	952.983
10618	952.983
11290	952.983
11466	952.983
11514	952.983
11834	952.967
12538	952.983
12986	952.983
13034	952.952
13866	952.846
14186	952.863
2506	953.468
2858	953.468
3034	953.468
4138	953.483
4266	953.483
5146	953.483
5162	953.467
5610	953.468
8874	953.483
10154	953.483
12586	953.483
12858	953.483
12954	953.483
13034	953.437
13866	953.332
1786	953.983
2650	953.983
3002	953.967
4234	953.983
8810	953.983
8970	953.983
9194	953.983
9210	953.968
9306	953.983
12714	953.983
12970	953.968
14106	953.851
