# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
28	948.483
428	948.483
556	948.481
588	948.483
7612	948.483
14220	948.483
28	948.967
428	948.967
556	948.964
588	948.967
7612	948.967
14220	948.967
28	949.451
428	949.451
556	949.449
588	949.451
7612	949.451
14220	949.451
28	949.936
428	949.936
556	949.933
588	949.936
7612	949.936
14220	949.936
28	950.420
428	950.420
556	950.417
588	950.420
4108	950.483
7612	950.420
13004	950.483
14220	950.420
28	950.905
428	950.905
556	950.902
588	950.905
1804	950.983
4156	950.983
5628	950.983
7612	950.905
8764	950.983
9276	950.983
11564	950.983
14220	950.905
28	951.390
428	951.390
556	951.387
588	951.390
3788	951.482
4108	951.467
5468	951.483
7612	951.390
9004	951.483
12540	951.483
13004	951.467
14220	951.390
28	951.875
428	951.875
556	951.873
588	951.875
1804	951.967
2780	951.983
4156	951.967
4204	951.983
7612	951.875
8764	951.967
8988	951.983
9276	951.967
10524	951.983
10588	951.983
11436	951.983
12620	951.983
13132	951.983
14220	951.875
28	952.361
428	952.361
556	952.358
588	952.361
1340	952.483
1484	952.483
1596	952.483
1740	952.483
2812	952.483
2940	952.482
3996	952.483
4108	952.452
5564	952.483
7612	952.361
10284	952.483
11468	952.483
11532	952.483
11564	952.468
13084	952.483
14220	952.361
28	952.846
556	952.844
588	952.846
1500	952.983
1676	952.983
1804	952.951
4204	952.967
5084	952.983
5292	952.983
7612	952.846
9132	952.983
10060	952.983
10156	952.983
10316	952.983
10444	952.983
10508	952.983
10588	952.967
10636	952.982
11292	952.983
11340	952.983
11388	952.983
11436	952.967
11660	952.983
11708	952.974
11820	952.983
13004	952.953
28	953.332
428	953.349
556	953.330
588	953.332
2956	953.483
3852	953.483
5516	953.483
7612	953.332
9004	953.468
10332	953.483
11340	953.467
11404	953.483
11468	953.467
11788	953.483
12620	953.468
12684	953.483
12956	953.483
14220	953.349
28	953.819
588	953.819
2860	953.983
2940	953.967
3004	953.983
3772	953.983
8764	953.953
8860	953.983
9276	953.953
9372	953.983
10284	953.968
12764	953.983
13036	953.983
13116	953.983
556	954.822
