# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
398	126.982
120494	126.981
220350	126.981
220606	126.981
398	127.465
100206	127.430
120494	127.465
220350	127.465
220606	127.465
398	127.949
100206	127.915
120494	127.949
220350	127.949
220606	127.949
398	128.434
100206	128.400
120494	128.433
220350	128.434
220606	128.433
398	128.918
100206	128.885
120494	128.918
220350	128.918
220606	128.918
398	129.403
100206	129.370
120494	129.403
220350	129.403
220606	129.403
398	129.888
20398	129.983
100206	129.856
120494	129.888
220350	129.888
220606	129.888
398	130.374
20318	130.483
100206	130.342
120494	130.373
209806	130.483
220350	130.373
220606	130.373
398	130.859
100206	130.828
120494	130.859
200718	130.983
220350	130.859
220606	130.859
20254	131.483
41134	131.483
160414	131.483
180990	131.483
220606	131.344
160270	131.983
180702	132.483
100206	132.822
120494	132.851
220350	132.851
220606	132.836
220606	133.322
