# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
144	126.981
208	126.981
448	126.981
100384	126.983
120368	126.981
144	127.465
208	127.465
448	127.465
100384	127.467
120368	127.465
144	127.949
208	127.949
448	127.949
100384	127.951
120368	127.949
144	128.434
208	128.434
448	128.433
100384	128.436
120368	128.433
144	128.918
208	128.918
448	128.918
100384	128.920
120368	128.918
144	129.403
208	129.403
448	129.403
100384	129.405
120368	129.403
144	129.888
208	129.888
448	129.888
100384	129.890
120368	129.888
144	130.373
208	130.373
448	130.373
100384	130.375
120368	130.373
149808	130.483
144	130.859
208	130.859
448	130.859
80608	130.983
100384	130.861
120368	130.859
140336	130.983
448	131.344
120368	131.344
149888	131.483
61136	131.983
120368	131.831
448	132.333
189808	132.483
144	133.354
