# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms	V_m	I_tot	I_exc	I_inh	I_noise
14	126.000	-1.006	-1.012	0.000	-78.808	-22.366
30	126.000	-0.944	-0.745	0.000	-78.808	4.276
46	126.000	-0.947	-0.830	0.000	-78.808	-4.162
62	126.000	-0.969	-0.785	0.000	-78.841	0.333
78	126.000	-0.975	-0.605	0.000	-82.501	21.974
94	126.000	-0.966	-0.903	0.000	-78.851	-11.485
110	126.000	-1.016	-0.747	0.000	-81.028	6.304
126	126.000	-0.658	-0.988	0.000	-79.532	-19.225
142	126.000	-0.998	-0.827	0.000	-78.851	-3.897
158	126.000	-0.981	-0.629	0.000	-78.808	15.876
174	126.000	-0.984	-1.009	0.000	-78.855	-22.067
190	126.000	-1.051	-0.901	0.000	-79.537	-10.563
206	126.000	-0.970	-0.592	0.000	-79.591	20.403
222	126.000	-0.766	-0.741	0.000	-80.304	6.171
238	126.000	-1.038	-0.991	0.000	-81.837	-17.284
254	126.000	-1.034	-0.901	0.000	-79.547	-10.573
270	126.000	-0.997	-0.970	0.000	-79.166	-17.841
286	126.000	-0.971	-0.854	0.000	-78.808	-6.610
302	126.000	-0.880	-0.891	0.000	-78.886	-10.260
318	126.000	-0.978	-0.782	0.000	-81.345	3.173
334	126.000	-0.993	-1.016	0.000	-79.532	-22.076
350	126.000	-0.989	-0.722	0.000	-79.755	7.568
366	126.000	-0.979	-0.588	0.000	-79.765	20.993
382	126.000	-0.971	-0.601	0.000	-80.322	20.258
398	126.000	-0.424	4.457	0.000	-78.808	24.472
414	126.000	-0.987	-0.830	0.000	-78.808	-4.233
430	126.000	-0.934	-0.757	0.000	-78.808	3.153
446	126.000	-1.051	-1.029	0.000	-80.353	-22.524
462	126.000	-1.013	-0.936	0.000	-79.565	-14.007
478	126.000	-0.973	-0.585	0.000	-78.808	20.261
494	126.000	-1.060	-0.948	0.000	-78.808	-16.038
510	126.000	-0.950	-0.599	0.000	-78.808	18.933
526	126.000	-0.967	-0.807	0.000	-80.272	-0.464
542	126.000	-0.994	-0.965	0.000	-78.808	-17.726
558	126.000	-1.042	-0.968	0.000	-78.862	-17.945
574	126.000	-1.041	-0.811	0.000	-80.804	-0.294
590	126.000	-1.023	-0.974	0.000	-79.537	-17.907
606	126.000	-1.001	-0.922	0.000	-78.851	-13.380
622	126.000	-1.010	-0.996	0.000	-79.214	-20.416
638	126.000	-0.959	-0.553	0.000	-78.808	23.552
654	126.000	-0.763	-1.020	0.000	-78.808	-23.233
670	126.000	-0.908	-0.916	0.000	-78.808	-12.771
686	126.000	-1.035	-1.022	0.000	-78.808	-23.425
702	126.000	-1.005	-0.991	0.000	-78.808	-20.332
718	126.000	-1.039	-0.859	0.000	-78.808	-7.054
734	126.000	-1.005	-0.889	0.000	-78.808	-10.113
750	126.000	-0.998	-1.005	0.000	-78.808	-21.723
766	126.000	-0.962	-0.635	0.000	-78.824	15.353
782	126.000	-0.973	-0.858	0.000	-78.808	-7.002
798	126.000	-0.966	-0.674	0.000	-78.808	11.362
814	126.000	-0.638	-0.803	0.000	-78.808	-1.506
830	126.000	-0.992	-0.926	0.000	-78.808	-13.836
846	126.000	-0.963	-0.674	0.000	-78.808	11.435
862	126.000	-1.024	-0.954	0.000	-78.808	-16.567
878	126.000	-0.916	-0.596	0.000	-78.808	19.184
894	126.000	-0.968	-1.016	0.000	-78.808	-22.795
910	126.000	-0.927	-0.574	0.000	-78.808	21.365
926	126.000	-0.931	-0.769	0.000	-78.808	1.911
942	126.000	-1.011	-0.920	0.000	-78.808	-13.186
958	126.000	-0.935	-0.654	0.000	-78.808	13.409
