# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
457	948.483
6361	948.483
6601	948.483
6761	948.483
7945	948.483
8025	948.483
8041	948.483
13945	948.483
14169	948.483
14233	948.483
14281	948.483
14361	948.483
457	948.967
6361	948.967
6601	948.967
6761	948.967
7945	948.967
8025	948.967
8041	948.967
13945	948.967
14169	948.967
14233	948.967
14281	948.967
14361	948.967
457	949.451
6361	949.451
6601	949.451
6761	949.451
7945	949.451
8025	949.451
8041	949.451
13945	949.451
14169	949.451
14233	949.451
14281	949.451
14361	949.451
457	949.935
6361	949.936
6601	949.936
6761	949.936
7945	949.936
8025	949.936
8041	949.936
13945	949.936
14169	949.936
14233	949.936
14281	949.936
14361	949.936
457	950.420
3817	950.483
5289	950.483
6361	950.420
6601	950.420
6761	950.420
7945	950.420
8025	950.420
8041	950.420
13945	950.420
14169	950.420
14233	950.420
14281	950.420
14361	950.420
457	950.905
5161	950.983
5209	950.983
5289	950.967
5609	950.983
6361	950.905
6601	950.905
6761	950.905
7945	950.905
8025	950.905
8041	950.905
10425	950.983
11865	950.983
13945	950.905
14169	950.905
14233	950.905
14281	950.905
14361	950.905
457	951.390
2617	951.483
3033	951.483
3113	951.482
3817	951.467
6361	951.390
6601	951.390
6761	951.390
7945	951.390
8025	951.390
8041	951.390
8857	951.483
9113	951.483
11817	951.482
13945	951.390
14169	951.390
14233	951.390
14281	951.390
14361	951.390
457	951.875
2521	951.983
2713	951.983
2905	951.983
3049	951.983
3913	951.983
3945	951.983
4009	951.983
5289	951.952
5465	951.983
5609	951.967
6361	951.875
6601	951.875
6761	951.875
7945	951.875
8025	951.875
8041	951.875
9321	951.983
9385	951.983
10185	951.983
10217	951.982
10361	951.983
10457	951.983
10521	951.983
10585	951.983
11433	951.983
11449	951.983
12857	951.983
13945	951.875
14169	951.875
14233	951.875
14281	951.875
14361	951.875
457	952.361
1385	952.483
2697	952.483
3817	952.452
4265	952.483
5497	952.483
6361	952.361
6601	952.361
6761	952.361
7945	952.361
8025	952.361
8041	952.361
10425	952.468
11817	952.466
13945	952.361
14233	952.361
14281	952.361
14361	952.361
457	952.846
1305	952.983
1353	952.983
1433	952.983
1497	952.983
1609	952.983
1657	952.983
1817	952.982
2857	952.983
3097	952.983
3113	952.967
4217	952.983
5209	952.968
6361	952.846
7945	952.846
8041	952.846
9113	952.968
10169	952.983
10217	952.967
10329	952.983
10377	952.983
10553	952.982
10569	952.983
10585	952.967
11465	952.983
11657	952.983
14281	952.846
457	953.332
1785	953.483
2537	953.482
2649	953.483
2841	953.483
3033	953.468
4073	953.483
4153	953.483
5289	953.438
5449	953.483
6361	953.332
6601	953.349
7945	953.332
8025	953.349
8761	953.483
10361	953.467
10633	953.483
13945	953.349
14169	953.365
14233	953.349
457	953.819
2553	953.983
2617	953.967
3049	953.968
3097	953.967
6761	953.851
7945	953.819
8857	953.968
9129	953.983
12585	953.983
13017	953.983
13065	953.983
14361	953.851
8041	954.337
14281	954.337
