# NEST version: 3.6.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
134	948.483
166	948.483
6374	948.483
134	948.967
166	948.967
6374	948.967
134	949.451
166	949.451
6374	949.451
134	949.936
166	949.936
6374	949.936
134	950.420
166	950.420
6374	950.420
134	950.905
166	950.905
3030	950.983
3110	950.983
4038	950.983
5510	950.983
6374	950.905
9030	950.983
12774	950.983
134	951.390
166	951.390
2550	951.483
2950	951.483
5366	951.483
6374	951.390
134	951.875
166	951.875
1830	951.983
2550	951.967
3030	951.967
3062	951.982
3110	951.967
3846	951.983
4038	951.967
5510	951.967
6374	951.875
9126	951.983
9382	951.983
11270	951.982
11814	951.983
12966	951.983
134	952.361
166	952.361
3766	952.483
4182	952.483
4358	952.483
5590	952.483
6374	952.361
8886	952.483
10070	952.483
10470	952.483
10534	952.483
10582	952.483
11702	952.483
134	952.846
166	952.846
1302	952.983
1366	952.983
1510	952.983
2550	952.952
2566	952.983
2758	952.983
2934	952.983
3078	952.983
4262	952.983
9190	952.983
10198	952.983
10214	952.983
10486	952.983
10566	952.983
10630	952.983
11862	952.983
12774	952.968
134	953.332
2790	953.483
2998	953.483
8902	953.483
9334	953.483
10614	953.483
11286	953.479
11558	953.483
11830	953.483
12934	953.483
12966	953.468
13014	953.483
13062	953.483
166	953.835
3062	953.967
3078	953.967
6374	953.851
8790	953.983
8806	953.983
9062	953.983
9126	953.968
11654	953.983
12886	953.983
13094	953.983
502	992.983
